phage	codon_distance	type
GCF_009601765.2.fna--virus-1.txt	0.235002	SiTVs
GCF_013166975.1.fna--virus-3.txt	0.303769	SiTVs
GCF_013166975.1.fna--virus-2.txt	0.288623	SiTVs
GCF_013166975.1.fna--virus-1.txt	0.302061	SiTVs
GCF_013402835.1.fna--virus-1.txt	0.23668	SiTVs
GCF_003851165.1.fna--virus-1.txt	0.38302	SiTVs
GCF_019431315.1.fna--virus-3.txt	0.225917	SiTVs
GCF_019431315.1.fna--virus-4.txt	0.239591	SiTVs
GCF_019431315.1.fna--virus-2.txt	0.26366	SiTVs
GCF_019431315.1.fna--virus-1.txt	0.225132	SiTVs
GCF_030369835.1.fna--virus-1.txt	0.324986	SiTVs
GCF_039778235.1.fna--virus-1.txt	0.287144	SiTVs
GCF_010119415.2.fna--virus-1.txt	0.166368	SiTVs
GCF_030501455.2.fna--virus-1.txt	0.156303	SiTVs
GCF_036232085.1.fna--virus-3.txt	0.326069	SiTVs
GCF_036232085.1.fna--virus-4.txt	0.165526	SiTVs
GCF_036232085.1.fna--virus-2.txt	0.181535	SiTVs
GCF_036232085.1.fna--virus-1.txt	0.177186	SiTVs
GCF_009791475.1.fna--virus-1.txt	0.27364	SiTVs
GCF_024205225.1.fna--virus-1.txt	0.31756	SiTVs
GCF_003719755.1.fna--virus-1.txt	0.33609	SiTVs
GCF_018279125.1.fna--virus-1.txt	0.195486	SiTVs
GCF_028885455.1.fna--virus-1.txt	0.35866	SiTVs
GCF_000204645.1.fna--virus-1.txt	0.351065	SiTVs
GCF_021183525.1.fna--virus-2.txt	0.230773	SiTVs
GCF_021183525.1.fna--virus-1.txt	0.307834	SiTVs
GCF_000283475.1.fna--virus-1.txt	0.32651	SiTVs
GCF_026435175.1.fna--virus-1.txt	0.312222	SiTVs
GCF_041931775.1.fna--virus-1.txt	0.190602	SiTVs
GCF_016776205.1.fna--virus-3.txt	0.171049	SiTVs
GCF_016776205.1.fna--virus-2.txt	0.195659	SiTVs
GCF_016776205.1.fna--virus-1.txt	0.151207	SiTVs
GCF_042015035.1.fna--virus-1.txt	0.184679	SiTVs
GCF_020097395.1.fna--virus-1.txt	0.242019	SiTVs
GCF_036884405.1.fna--virus-1.txt	0.171665	SiTVs
GCF_001900555.1.fna--virus-1.txt	0.144292	SiTVs
GCF_003018775.1.fna--virus-1.txt	0.180368	SiTVs
GCF_003711065.1.fna--virus-2.txt	0.192486	SiTVs
GCF_003711065.1.fna--virus-1.txt	0.193766	SiTVs
GCF_001753505.1.fna--virus-1.txt	0.245073	SiTVs
GCF_029542345.1.fna--virus-1.txt	0.231125	SiTVs
GCF_009789555.1.fna--virus-1.txt	0.31383	SiTVs
GCF_008931225.1.fna--virus-1.txt	0.320455	SiTVs
GCF_019264905.1.fna--virus-1.txt	0.178589	SiTVs
GCF_017639165.1.fna--virus-2.txt	0.262134	SiTVs
GCF_017639165.1.fna--virus-1.txt	0.303632	SiTVs
GCF_041319875.1.fna--virus-1.txt	0.218463	SiTVs
GCF_024749165.1.fna--virus-1.txt	0.317062	SiTVs
GCF_041319975.1.fna--virus-2.txt	0.282285	SiTVs
GCF_041319975.1.fna--virus-1.txt	0.299391	SiTVs
GCF_019857505.1.fna--virus-3.txt	0.317366	SiTVs
GCF_019857505.1.fna--virus-5.txt	0.186057	SiTVs
GCF_019857505.1.fna--virus-4.txt	0.12772	SiTVs
GCF_019857505.1.fna--virus-2.txt	0.321994	SiTVs
GCF_019857505.1.fna--virus-1.txt	0.172969	SiTVs
GCF_028622755.1.fna--virus-1.txt	0.219449	SiTVs
GCF_017815815.1.fna--virus-2.txt	0.208705	SiTVs
GCF_017815815.1.fna--virus-1.txt	0.263142	SiTVs
GCF_041900465.1.fna--virus-2.txt	0.235077	SiTVs
GCF_041900465.1.fna--virus-1.txt	0.215547	SiTVs
GCF_024664215.1.fna--virus-2.txt	0.252023	SiTVs
GCF_024664215.1.fna--virus-1.txt	0.120869	SiTVs
GCF_004941405.1.fna--virus-1.txt	0.321861	SiTVs
GCF_000260515.1.fna--virus-1.txt	0.158462	SiTVs
GCF_918593735.1.fna--virus-1.txt	0.321917	SiTVs
GCF_030166495.1.fna--virus-2.txt	0.180563	SiTVs
GCF_030166495.1.fna--virus-1.txt	0.295555	SiTVs
GCF_030122055.1.fna--virus-1.txt	0.173795	SiTVs
GCF_028751785.1.fna--virus-1.txt	0.126721	SiTVs
GCF_030162175.2.fna--virus-3.txt	0.223135	SiTVs
GCF_030162175.2.fna--virus-2.txt	0.155247	SiTVs
GCF_030162175.2.fna--virus-1.txt	0.172947	SiTVs
GCF_029536245.1.fna--virus-1.txt	0.192803	SiTVs
GCF_003628635.1.fna--virus-1.txt	0.176439	SiTVs
GCF_013415025.1.fna--virus-1.txt	0.329969	SiTVs
GCF_030296255.1.fna--virus-3.txt	0.193092	SiTVs
GCF_030296255.1.fna--virus-2.txt	0.19946	SiTVs
GCF_030296255.1.fna--virus-1.txt	0.189218	SiTVs
GCF_011044475.1.fna--virus-1.txt	0.180954	SiTVs
GCF_013784425.1.fna--virus-2.txt	0.192165	SiTVs
GCF_013784425.1.fna--virus-1.txt	0.249348	SiTVs
GCF_001188125.2.fna--virus-1.txt	0.323182	SiTVs
GCF_025723205.1.fna--virus-1.txt	0.194762	SiTVs
GCF_017164935.1.fna--virus-1.txt	0.248492	SiTVs
GCF_039545715.1.fna--virus-1.txt	0.318679	SiTVs
GCF_014170615.1.fna--virus-3.txt	0.25968	SiTVs
GCF_014170615.1.fna--virus-2.txt	0.139886	SiTVs
GCF_014170615.1.fna--virus-1.txt	0.176628	SiTVs
GCF_030996785.1.fna--virus-1.txt	0.213517	SiTVs
GCF_000756085.1.fna--virus-1.txt	0.158399	SiTVs
GCF_000406205.1.fna--virus-1.txt	0.177409	SiTVs
GCF_013425995.1.fna--virus-1.txt	0.245533	SiTVs
GCF_002953795.1.fna--virus-2.txt	0.269183	SiTVs
GCF_002953795.1.fna--virus-1.txt	0.316554	SiTVs
GCF_019434135.1.fna--virus-2.txt	0.337282	SiTVs
GCF_019434135.1.fna--virus-1.txt	0.335844	SiTVs
GCF_025254465.1.fna--virus-2.txt	0.267491	SiTVs
GCF_025254465.1.fna--virus-1.txt	0.310324	SiTVs
GCF_003967055.1.fna--virus-1.txt	0.396232	SiTVs
GCF_002442495.2.fna--virus-1.txt	0.312782	SiTVs
GCF_004799585.1.fna--virus-2.txt	0.232865	SiTVs
GCF_004799585.1.fna--virus-1.txt	0.260875	SiTVs
GCF_035226565.1.fna--virus-1.txt	0.207608	SiTVs
GCF_001999825.1.fna--virus-1.txt	0.196181	SiTVs
GCF_032368225.1.fna--virus-3.txt	0.196113	SiTVs
GCF_032368225.1.fna--virus-2.txt	0.172443	SiTVs
GCF_032368225.1.fna--virus-1.txt	0.20257	SiTVs
GCF_041899235.1.fna--virus-1.txt	0.182239	SiTVs
GCF_030517085.1.fna--virus-1.txt	0.16778	SiTVs
GCF_003665515.1.fna--virus-3.txt	0.172659	SiTVs
GCF_003665515.1.fna--virus-2.txt	0.314718	SiTVs
GCF_003665515.1.fna--virus-1.txt	0.293149	SiTVs
GCF_016864415.1.fna--virus-1.txt	0.18139	SiTVs
GCF_013459175.1.fna--virus-1.txt	0.175725	SiTVs
GCF_030384845.1.fna--virus-3.txt	0.361033	SiTVs
GCF_030384845.1.fna--virus-2.txt	0.183119	SiTVs
GCF_030384845.1.fna--virus-1.txt	0.288251	SiTVs
GCF_003325135.1.fna--virus-2.txt	0.157747	SiTVs
GCF_003325135.1.fna--virus-1.txt	0.161402	SiTVs
GCF_946406125.1.fna--virus-1.txt	0.179016	SiTVs
GCF_001900355.1.fna--virus-1.txt	0.289469	SiTVs
GCF_027570575.1.fna--virus-1.txt	0.337338	SiTVs
GCF_030419125.1.fna--virus-2.txt	0.16193	SiTVs
GCF_030419125.1.fna--virus-1.txt	0.175579	SiTVs
GCF_039622885.1.fna--virus-1.txt	0.314065	SiTVs
GCF_002947235.1.fna--virus-1.txt	0.264471	SiTVs
GCF_017570645.1.fna--virus-1.txt	0.290243	SiTVs
GCF_013390245.1.fna--virus-1.txt	0.25364	SiTVs
GCF_008931545.1.fna--virus-1.txt	0.246579	SiTVs
GCF_014771055.1.fna--virus-1.txt	0.263377	SiTVs
GCF_024579775.1.fna--virus-1.txt	0.184092	SiTVs
GCF_028892665.1.fna--virus-3.txt	0.242804	SiTVs
GCF_028892665.1.fna--virus-2.txt	0.313876	SiTVs
GCF_028892665.1.fna--virus-1.txt	0.220115	SiTVs
GCF_025643535.1.fna--virus-1.txt	0.251537	SiTVs
GCF_036418295.1.fna--virus-1.txt	0.191115	SiTVs
GCF_029592185.1.fna--virus-2.txt	0.168351	SiTVs
GCF_029592185.1.fna--virus-1.txt	0.312959	SiTVs
GCF_036630035.1.fna--virus-1.txt	0.187326	SiTVs
GCF_003204955.1.fna--virus-2.txt	0.184292	SiTVs
GCF_003204955.1.fna--virus-1.txt	0.176254	SiTVs
GCF_023920205.1.fna--virus-1.txt	0.363015	SiTVs
GCF_030295995.1.fna--virus-1.txt	0.318431	SiTVs
GCF_030708315.1.fna--virus-1.txt	0.186608	SiTVs
GCF_000452525.3.fna--virus-1.txt	0.339602	SiTVs
GCF_013415045.1.fna--virus-1.txt	0.326105	SiTVs
GCF_027925845.1.fna--virus-3.txt	0.202479	SiTVs
GCF_027925845.1.fna--virus-2.txt	0.136501	SiTVs
GCF_027925845.1.fna--virus-1.txt	0.147603	SiTVs
GCF_011045635.1.fna--virus-2.txt	0.248771	SiTVs
GCF_011045635.1.fna--virus-1.txt	0.233687	SiTVs
GCF_021383885.1.fna--virus-2.txt	0.202088	SiTVs
GCF_021383885.1.fna--virus-1.txt	0.188121	SiTVs
GCF_964045445.1.fna--virus-1.txt	0.214723	SiTVs
GCF_034494365.1.fna--virus-3.txt	0.285363	SiTVs
GCF_034494365.1.fna--virus-2.txt	0.277222	SiTVs
GCF_034494365.1.fna--virus-1.txt	0.22639	SiTVs
GCF_013606065.1.fna--virus-3.txt	0.234295	SiTVs
GCF_013606065.1.fna--virus-2.txt	0.189198	SiTVs
GCF_013606065.1.fna--virus-1.txt	0.204279	SiTVs
GCF_026016625.1.fna--virus-1.txt	0.134372	SiTVs
GCF_029855285.1.fna--virus-1.txt	0.32077	SiTVs
GCF_037844905.1.fna--virus-1.txt	0.319905	SiTVs
GCF_900520335.1.fna--virus-3.txt	0.182109	SiTVs
GCF_900520335.1.fna--virus-2.txt	0.334573	SiTVs
GCF_900520335.1.fna--virus-1.txt	0.234801	SiTVs
GCF_012971705.1.fna--virus-1.txt	0.201171	SiTVs
GCF_017896205.1.fna--virus-2.txt	0.316424	SiTVs
GCF_017896205.1.fna--virus-1.txt	0.269423	SiTVs
GCF_014171135.1.fna--virus-2.txt	0.206247	SiTVs
GCF_014171135.1.fna--virus-1.txt	0.3355	SiTVs
GCF_013488005.1.fna--virus-2.txt	0.160918	SiTVs
GCF_013488005.1.fna--virus-1.txt	0.132984	SiTVs
GCF_015571735.1.fna--virus-1.txt	0.285187	SiTVs
GCF_004124095.2.fna--virus-1.txt	0.320411	SiTVs
GCF_036786065.1.fna--virus-2.txt	0.211492	SiTVs
GCF_036786065.1.fna--virus-1.txt	0.373225	SiTVs
GCF_035557195.1.fna--virus-1.txt	0.178539	SiTVs
GCF_019969605.1.fna--virus-2.txt	0.155135	SiTVs
GCF_019969605.1.fna--virus-1.txt	0.175466	SiTVs
GCF_008728315.1.fna--virus-2.txt	0.169109	SiTVs
GCF_008728315.1.fna--virus-1.txt	0.228358	SiTVs
GCF_028872235.1.fna--virus-1.txt	0.251684	SiTVs
GCF_006711105.1.fna--virus-2.txt	0.190552	SiTVs
GCF_006711105.1.fna--virus-1.txt	0.218111	SiTVs
GCF_032259785.1.fna--virus-2.txt	0.21967	SiTVs
GCF_032259785.1.fna--virus-1.txt	0.211334	SiTVs
GCF_039774785.1.fna--virus-1.txt	0.286956	SiTVs
GCF_001900455.1.fna--virus-1.txt	0.177276	SiTVs
GCF_009762385.1.fna--virus-3.txt	0.262339	SiTVs
GCF_009762385.1.fna--virus-2.txt	0.291719	SiTVs
GCF_009762385.1.fna--virus-1.txt	0.300906	SiTVs
GCF_008761455.2.fna--virus-1.txt	0.191435	SiTVs
GCF_019971035.1.fna--virus-1.txt	0.164393	SiTVs
GCF_002157165.1.fna--virus-2.txt	0.351884	SiTVs
GCF_002157165.1.fna--virus-1.txt	0.184035	SiTVs
GCF_014679325.1.fna--virus-2.txt	0.197424	SiTVs
GCF_014679325.1.fna--virus-1.txt	0.322111	SiTVs
GCF_024266345.1.fna--virus-2.txt	0.344756	SiTVs
GCF_024266345.1.fna--virus-1.txt	0.306691	SiTVs
GCF_024365025.1.fna--virus-1.txt	0.316989	SiTVs
GCF_902166455.1.fna--virus-2.txt	0.294432	SiTVs
GCF_902166455.1.fna--virus-1.txt	0.327118	SiTVs
GCF_041900435.1.fna--virus-2.txt	0.235018	SiTVs
GCF_041900435.1.fna--virus-1.txt	0.21564	SiTVs
GCF_964054525.1.fna--virus-1.txt	0.260335	SiTVs
GCF_014295255.1.fna--virus-1.txt	0.29068	SiTVs
GCF_026410945.1.fna--virus-2.txt	0.321207	SiTVs
GCF_026410945.1.fna--virus-1.txt	0.167882	SiTVs
GCF_038396545.1.fna--virus-1.txt	0.159033	SiTVs
GCF_030991405.1.fna--virus-1.txt	0.203147	SiTVs
GCF_021228875.1.fna--virus-1.txt	0.167009	SiTVs
GCF_001250235.2.fna--virus-1.txt	0.338754	SiTVs
GCF_017161845.1.fna--virus-2.txt	0.253177	SiTVs
GCF_017161845.1.fna--virus-1.txt	0.319473	SiTVs
GCF_002953035.1.fna--virus-2.txt	0.269191	SiTVs
GCF_002953035.1.fna--virus-1.txt	0.316545	SiTVs
GCF_000012025.1.fna--virus-1.txt	0.192555	SiTVs
GCF_013343395.1.fna--virus-1.txt	0.337086	SiTVs
GCF_029961425.1.fna--virus-2.txt	0.322191	SiTVs
GCF_029961425.1.fna--virus-1.txt	0.321955	SiTVs
GCF_004136115.1.fna--virus-2.txt	0.313109	SiTVs
GCF_004136115.1.fna--virus-1.txt	0.241303	SiTVs
GCF_019645955.1.fna--virus-2.txt	0.195336	SiTVs
GCF_019645955.1.fna--virus-1.txt	0.311711	SiTVs
GCF_002111065.1.fna--virus-1.txt	0.403966	SiTVs
GCF_037227975.1.fna--virus-2.txt	0.185146	SiTVs
GCF_037227975.1.fna--virus-1.txt	0.199427	SiTVs
GCF_023518175.1.fna--virus-1.txt	0.321228	SiTVs
GCF_020406575.2.fna--virus-2.txt	0.315419	SiTVs
GCF_020406575.2.fna--virus-1.txt	0.144271	SiTVs
GCF_030285505.1.fna--virus-1.txt	0.208009	SiTVs
GCF_002501565.1.fna--virus-2.txt	0.216513	SiTVs
GCF_002501565.1.fna--virus-1.txt	0.328104	SiTVs
GCF_022810825.1.fna--virus-3.txt	0.321004	SiTVs
GCF_022810825.1.fna--virus-5.txt	0.180396	SiTVs
GCF_022810825.1.fna--virus-4.txt	0.179336	SiTVs
GCF_022810825.1.fna--virus-2.txt	0.168923	SiTVs
GCF_022810825.1.fna--virus-1.txt	0.177595	SiTVs
GCF_024532385.1.fna--virus-1.txt	0.16188	SiTVs
GCF_004771235.1.fna--virus-1.txt	0.14119	SiTVs
GCF_032853125.1.fna--virus-1.txt	0.294317	SiTVs
GCF_001901065.1.fna--virus-2.txt	0.153852	SiTVs
GCF_001901065.1.fna--virus-1.txt	0.206911	SiTVs
GCF_001628775.1.fna--virus-2.txt	0.278859	SiTVs
GCF_001628775.1.fna--virus-1.txt	0.179247	SiTVs
GCF_001683415.1.fna--virus-2.txt	0.339319	SiTVs
GCF_001683415.1.fna--virus-1.txt	0.227838	SiTVs
GCF_012934695.1.fna--virus-1.txt	0.175464	SiTVs
GCF_037113415.1.fna--virus-1.txt	0.304676	SiTVs
GCF_001651965.2.fna--virus-2.txt	0.203719	SiTVs
GCF_001651965.2.fna--virus-1.txt	0.302655	SiTVs
GCF_000783955.2.fna--virus-2.txt	0.184955	SiTVs
GCF_000783955.2.fna--virus-1.txt	0.171288	SiTVs
GCF_014792125.1.fna--virus-3.txt	0.321834	SiTVs
GCF_014792125.1.fna--virus-4.txt	0.31755	SiTVs
GCF_014792125.1.fna--virus-2.txt	0.12793	SiTVs
GCF_014792125.1.fna--virus-1.txt	0.171807	SiTVs
GCF_013167035.1.fna--virus-2.txt	0.315702	SiTVs
GCF_013167035.1.fna--virus-1.txt	0.22742	SiTVs
GCF_021390295.2.fna--virus-1.txt	0.170624	SiTVs
GCF_039909515.1.fna--virus-1.txt	0.197643	SiTVs
GCF_001902195.1.fna--virus-1.txt	0.194871	SiTVs
GCF_025917745.1.fna--virus-1.txt	0.196753	SiTVs
GCF_030980095.1.fna--virus-1.txt	0.18338	SiTVs
GCF_030028215.1.fna--virus-2.txt	0.315911	SiTVs
GCF_030028215.1.fna--virus-1.txt	0.227979	SiTVs
GCF_023375815.1.fna--virus-1.txt	0.359024	SiTVs
GCF_019339465.1.fna--virus-1.txt	0.2049	SiTVs
GCF_015353135.1.fna--virus-1.txt	0.248443	SiTVs
GCF_904866495.1.fna--virus-1.txt	0.152864	SiTVs
GCF_041319945.1.fna--virus-1.txt	0.169544	SiTVs
GCF_014775635.1.fna--virus-1.txt	0.326051	SiTVs
GCF_000026545.1.fna--virus-1.txt	0.296694	SiTVs
GCF_001874445.1.fna--virus-2.txt	0.251245	SiTVs
GCF_001874445.1.fna--virus-1.txt	0.212491	SiTVs
GCF_016454325.1.fna--virus-1.txt	0.275406	SiTVs
GCF_002117025.1.fna--virus-1.txt	0.18609	SiTVs
GCF_014170635.1.fna--virus-1.txt	0.197834	SiTVs
GCF_028622215.1.fna--virus-2.txt	0.200138	SiTVs
GCF_028622215.1.fna--virus-1.txt	0.166258	SiTVs
GCF_002187935.3.fna--virus-1.txt	0.237456	SiTVs
GCF_030347015.1.fna--virus-1.txt	0.142282	SiTVs
GCF_009763185.1.fna--virus-2.txt	0.354533	SiTVs
GCF_009763185.1.fna--virus-1.txt	0.372932	SiTVs
GCF_001077475.1.fna--virus-1.txt	0.307388	SiTVs
GCF_023587725.1.fna--virus-1.txt	0.215275	SiTVs
GCF_028404025.1.fna--virus-1.txt	0.296835	SiTVs
GCF_003586065.1.fna--virus-1.txt	0.187082	SiTVs
GCF_016403975.2.fna--virus-3.txt	0.163637	SiTVs
GCF_016403975.2.fna--virus-2.txt	0.275687	SiTVs
GCF_016403975.2.fna--virus-1.txt	0.152676	SiTVs
GCF_016454345.1.fna--virus-2.txt	0.313847	SiTVs
GCF_016454345.1.fna--virus-1.txt	0.242978	SiTVs
GCF_002201835.1.fna--virus-1.txt	0.264137	SiTVs
GCF_024662895.1.fna--virus-1.txt	0.25253	SiTVs
GCF_039778155.1.fna--virus-1.txt	0.28758	SiTVs
GCF_024494525.1.fna--virus-1.txt	0.362908	SiTVs
GCF_026435835.1.fna--virus-1.txt	0.312765	SiTVs
GCF_001558995.2.fna--virus-1.txt	0.249874	SiTVs
GCF_009931495.1.fna--virus-2.txt	0.179576	SiTVs
GCF_009931495.1.fna--virus-1.txt	0.247429	SiTVs
