host	value	category
GCF_000010765.1_ASM1076v1_genomic.fna	7.425537669	SiTVs
GCF_000010765.1_ASM1076v1_genomic.fna	7.425537669	SiTVs
GCF_000017705.1_ASM1770v1_genomic.fna	7.888060493	SiTVs
GCF_000009485.1_ASM948v1_genomic.fna	5.906954716	SiTVs
GCF_000017745.1_ASM1774v1_genomic.fna	7.336448731	SiTVs
GCF_000017745.1_ASM1774v1_genomic.fna	7.336448731	SiTVs
GCF_000017745.1_ASM1774v1_genomic.fna	7.336448731	SiTVs
GCF_000017745.1_ASM1774v1_genomic.fna	7.336448731	SiTVs
GCF_000019505.1_ASM1950v1_genomic.fna	5.895596192	SiTVs
GCF_000010745.1_ASM1074v1_genomic.fna	7.435266868	SiTVs
GCF_000012365.1_ASM1236v1_genomic.fna	6.015650219	SiTVs
GCF_000012365.1_ASM1236v1_genomic.fna	6.015650219	SiTVs
GCF_000012365.1_ASM1236v1_genomic.fna	6.015650219	SiTVs
GCF_000009285.1_ASM928v2_genomic.fna	6.710613364	SiTVs
GCF_000069785.1_ASM6978v1_genomic.fna	6.763520537	SiTVs
GCF_000012205.1_ASM1220v1_genomic.fna	7.456269787	SiTVs
GCF_000027025.1_ASM2702v1_genomic.fna	7.078134212	SiTVs
GCF_000016245.1_ASM1624v1_genomic.fna	7.656163002	SiTVs
GCF_000016245.1_ASM1624v1_genomic.fna	7.656163002	SiTVs
GCF_000016245.1_ASM1624v1_genomic.fna	7.656163002	SiTVs
GCF_000019645.1_ASM1964v1_genomic.fna	7.404533095	SiTVs
GCF_000019645.1_ASM1964v1_genomic.fna	7.404533095	SiTVs
GCF_000026325.1_ASM2632v2_genomic.fna	7.350632936	SiTVs
GCF_000022585.1_ASM2258v1_genomic.fna	7.668357261	SiTVs
GCF_000023365.1_ASM2336v1_genomic.fna	7.38752652	SiTVs
GCF_000023365.1_ASM2336v1_genomic.fna	7.38752652	SiTVs
GCF_000023025.1_ASM2302v1_genomic.fna	6.902526471	SiTVs
GCF_000023565.1_ASM2356v1_genomic.fna	7.174278485	SiTVs
GCF_000026345.1_ASM2634v1_genomic.fna	7.410406208	SiTVs
GCF_000026345.1_ASM2634v1_genomic.fna	7.410406208	SiTVs
GCF_000026305.1_ASM2630v1_genomic.fna	7.393147978	SiTVs
GCF_000021045.1_ASM2104v1_genomic.fna	7.376835889	SiTVs
GCF_000018765.1_ASM1876v1_genomic.fna	7.490746158	SiTVs
GCF_000022165.1_ASM2216v1_genomic.fna	7.125272835	SiTVs
GCF_000015905.1_ASM1590v1_genomic.fna	6.033072595	SiTVs
GCF_000015905.1_ASM1590v1_genomic.fna	6.033072595	SiTVs
GCF_000017985.1_ASM1798v1_genomic.fna	7.321515311	SiTVs
GCF_000017985.1_ASM1798v1_genomic.fna	7.321515311	SiTVs
GCF_000017985.1_ASM1798v1_genomic.fna	7.321515311	SiTVs
GCF_000023665.1_ASM2366v1_genomic.fna	7.335579694	SiTVs
GCF_000023665.1_ASM2366v1_genomic.fna	7.335579694	SiTVs
GCF_000016945.1_ASM1694v1_genomic.fna	7.689251413	SiTVs
GCF_000016945.1_ASM1694v1_genomic.fna	7.689251413	SiTVs
GCF_000020125.1_ASM2012v1_genomic.fna	5.77830345	SiTVs
GCF_000026545.1_ASM2654v1_genomic.fna	7.223686699	SiTVs
GCF_000012025.1_ASM1202v1_genomic.fna	7.24888732	SiTVs
GCF_000026265.1_ASM2626v1_genomic.fna	7.365168362	SiTVs
GCF_000007805.1_ASM780v1_genomic.fna	7.357162693	SiTVs
GCF_000009345.1_ASM934v1_genomic.fna	7.35183493	SiTVs
GCF_000016345.1_ASM1634v1_genomic.fna	6.028035413	SiTVs
GCF_000006945.2_ASM694v2_genomic.fna	7.096892802	SiTVs
GCF_000025165.1_ASM2516v1_genomic.fna	7.384664464	SiTVs
GCF_000006745.1_ASM674v1_genomic.fna	7.710477098	SiTVs
GCF_000021665.1_ASM2166v1_genomic.fna	7.386906197	SiTVs
GCF_000022225.1_ASM2222v1_genomic.fna	7.391904787	SiTVs
GCF_000026225.1_ASM2622v1_genomic.fna	7.336143914	SiTVs
GCF_000026225.1_ASM2622v1_genomic.fna	7.336143914	SiTVs
GCF_000026225.1_ASM2622v1_genomic.fna	7.336143914	SiTVs
GCF_000020185.1_ASM2018v1_genomic.fna	7.439443519	SiTVs
GCF_000020185.1_ASM2018v1_genomic.fna	7.439443519	SiTVs
GCF_000009565.1_ASM956v1_genomic.fna	7.282478946	SiTVs
GCF_000009565.1_ASM956v1_genomic.fna	7.282478946	SiTVs
GCF_000152285.1_ASM15228v1_genomic.fna	6.030140761	SiTVs
GCF_000152285.1_ASM15228v1_genomic.fna	6.030140761	SiTVs
GCF_000013585.1_ASM1358v1_genomic.fna	7.294119247	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	6.903304973	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	6.903304973	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	6.903304973	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	6.903304973	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	6.903304973	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	6.903304973	SiTVs
GCF_000210855.2_ASM21085v2_genomic.fna	7.087118757	SiTVs
GCF_000210855.2_ASM21085v2_genomic.fna	7.087118757	SiTVs
GCF_000259545.1_ASM25954v1_genomic.fna	7.855082997	SiTVs
GCF_000259545.1_ASM25954v1_genomic.fna	7.855082997	SiTVs
GCF_000259545.1_ASM25954v1_genomic.fna	7.855082997	SiTVs
GCF_000281895.1_ASM28189v1_genomic.fna	7.30327919	SiTVs
GCF_000188735.1_ASM18873v1_genomic.fna	7.087317948	SiTVs
GCF_000188735.1_ASM18873v1_genomic.fna	7.087317948	SiTVs
GCF_000283715.1_ASM28371v1_genomic.fna	7.469278412	SiTVs
GCF_000255915.1_ASM25591v1_genomic.fna	7.773032459	SiTVs
GCF_000255915.1_ASM25591v1_genomic.fna	7.773032459	SiTVs
GCF_000255915.1_ASM25591v1_genomic.fna	7.773032459	SiTVs
GCF_000240905.2_ASM24090v3_genomic.fna	7.011760103	SiTVs
GCF_000225565.1_ASM22556v1_genomic.fna	7.651648128	SiTVs
GCF_000225565.1_ASM22556v1_genomic.fna	7.651648128	SiTVs
GCF_000252875.1_ASM25287v1_genomic.fna	7.121330282	SiTVs
GCF_000252875.1_ASM25287v1_genomic.fna	7.121330282	SiTVs
GCF_000310085.1_ASM31008v1_genomic.fna	8.054546868	SiTVs
GCF_000271985.2_ASM27198v2_genomic.fna	7.38326305	SiTVs
GCF_000299475.1_ASM29947v1_genomic.fna	7.305291931	SiTVs
GCF_000299475.1_ASM29947v1_genomic.fna	7.305291931	SiTVs
GCF_000336425.1_ASM33642v1_genomic.fna	7.085557859	SiTVs
GCF_000282175.2_ASM28217v2_genomic.fna	7.32555398	SiTVs
GCF_000166535.2_ASM16653v3_genomic.fna	7.243592999	SiTVs
GCF_000223945.1_ASM22394v2_genomic.fna	7.426978652	SiTVs
GCF_000198775.1_ASM19877v1_genomic.fna	6.174660902	SiTVs
GCF_000198775.1_ASM19877v1_genomic.fna	6.174660902	SiTVs
GCF_000269645.1_PB_Esch_coli_MG12655_V1_genomic.fna	7.391080764	SiTVs
GCF_000269645.1_PB_Esch_coli_MG12655_V1_genomic.fna	7.391080764	SiTVs
GCF_000210475.1_ASM21047v1_genomic.fna	7.303392543	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	7.27023988	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	7.27023988	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	7.27023988	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	7.27023988	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	7.27023988	SiTVs
GCF_000241385.1_ASM24138v1_genomic.fna	7.695850767	SiTVs
GCF_000310105.2_ASM31010v2_genomic.fna	7.946674673	SiTVs
GCF_000238455.2_ASM23845v3_genomic.fna	7.100855912	SiTVs
GCF_000194805.1_ASM19480v1_genomic.fna	7.330340969	SiTVs
GCF_000214195.1_ASM21419v1_genomic.fna	7.108732101	SiTVs
GCF_000250855.1_ASM25085v1_genomic.fna	7.667116632	SiTVs
GCF_000219915.2_ASM21991v3_genomic.fna	7.406528397	SiTVs
GCF_000214235.1_ASM21423v1_genomic.fna	7.109167733	SiTVs
GCF_000331385.1_PSSB64v1.0_genomic.fna	7.330780562	SiTVs
GCF_000263715.2_ASM26371v2_genomic.fna	7.362128244	SiTVs
GCF_000314895.2_ASM31489v2_genomic.fna	7.768290926	SiTVs
GCF_000273425.1_Esch_coli_MG12655_V1_genomic.fna	7.391084041	SiTVs
GCF_000273425.1_Esch_coli_MG12655_V1_genomic.fna	7.391084041	SiTVs
GCF_000187705.1_ASM18770v1_genomic.fna	7.082769889	SiTVs
GCF_000187705.1_ASM18770v1_genomic.fna	7.082769889	SiTVs
GCF_000223965.1_ASM22396v2_genomic.fna	7.446117708	SiTVs
GCF_000214805.1_ASM21480v1_genomic.fna	7.108948459	SiTVs
GCF_000194745.1_ASM19474v1_genomic.fna	5.972715345	SiTVs
GCF_000194745.1_ASM19474v1_genomic.fna	5.972715345	SiTVs
GCF_000224675.1_ASM22467v1_genomic.fna	7.048272601	SiTVs
GCF_000284495.1_ASM28449v1_genomic.fna	7.311943419	SiTVs
GCF_000252955.1_ASM25295v1_genomic.fna	7.675643891	SiTVs
GCF_000226155.1_ASM22615v1_genomic.fna	7.365011791	SiTVs
GCF_000272715.4_ASM27271v4_genomic.fna	7.074679878	SiTVs
GCF_000272715.4_ASM27271v4_genomic.fna	7.074679878	SiTVs
GCF_000272815.2_ASM27281v2_genomic.fna	7.124736018	SiTVs
GCF_000325725.1_ASM32572v1_genomic.fna	7.183473132	SiTVs
GCF_000184185.1_ASM18418v1_genomic.fna	7.246377077	SiTVs
GCF_000186585.1_ASM18658v1_genomic.fna	7.696398725	SiTVs
GCF_000186585.1_ASM18658v1_genomic.fna	7.696398725	SiTVs
GCF_000213635.1_ASM21363v1_genomic.fna	7.121636514	SiTVs
GCF_000182585.2_ASM18258v2_genomic.fna	6.029754672	SiTVs
GCF_000191665.1_ecmda7_genomic.fna	7.312493009	SiTVs
GCF_000270105.1_ASM27010v1_genomic.fna	7.406893097	SiTVs
GCF_000270105.1_ASM27010v1_genomic.fna	7.406893097	SiTVs
GCF_000168335.1_ASM16833v1_genomic.fna	7.37455242	SiTVs
GCF_000285655.3_EC958.v1_genomic.fna	7.347311086	SiTVs
GCF_000275645.1_ASM27564v1_genomic.fna	7.717008545	SiTVs
GCF_000342305.2_vvyb1_bt3.5_genomic.fna	7.878050354	SiTVs
GCF_000342305.2_vvyb1_bt3.5_genomic.fna	7.878050354	SiTVs
GCF_000260515.1_ASM26051v1_genomic.fna	6.00759266	SiTVs
GCF_000193455.1_ASM19345v1_genomic.fna	6.041490148	SiTVs
GCF_000272895.2_ASM27289v3_genomic.fna	7.054130623	SiTVs
GCF_000272895.2_ASM27289v3_genomic.fna	7.054130623	SiTVs
GCF_000196095.1_ASM19609v1_genomic.fna	7.75743368	SiTVs
GCF_000196095.1_ASM19609v1_genomic.fna	7.75743368	SiTVs
GCF_000272755.4_ASM27275v4_genomic.fna	7.124608268	SiTVs
GCF_000272755.4_ASM27275v4_genomic.fna	7.124608268	SiTVs
GCF_000166455.1_ASM16645v2_genomic.fna	7.703044849	SiTVs
GCF_000258025.1_ASM25802v1_genomic.fna	7.273098387	SiTVs
GCF_000262695.1_ASM26269v1_genomic.fna	5.77161625	SiTVs
GCF_000230875.1_Salmonella_enterica_SARB27-2.0_genomic.fna	7.186370474	SiTVs
GCF_000187565.1_ASM18756v1_genomic.fna	7.045146078	SiTVs
GCF_000252995.1_ASM25299v1_genomic.fna	7.18347013	SiTVs
GCF_000267545.1_ASM26754v1_genomic.fna	7.59518925	SiTVs
GCF_000267545.1_ASM26754v1_genomic.fna	7.59518925	SiTVs
GCF_000341425.1_ASM34142v1_genomic.fna	7.098766841	SiTVs
GCF_000284555.1_ASM28455v1_genomic.fna	7.376160004	SiTVs
GCF_000284555.1_ASM28455v1_genomic.fna	7.376160004	SiTVs
GCF_000195995.1_ASM19599v1_genomic.fna	7.07464275	SiTVs
GCF_000272775.4_ASM27277v4_genomic.fna	7.083845113	SiTVs
GCF_000272775.4_ASM27277v4_genomic.fna	7.083845113	SiTVs
GCF_000253175.1_ASM25317v1_genomic.fna	7.225109124	SiTVs
GCF_000253175.1_ASM25317v1_genomic.fna	7.225109124	SiTVs
GCF_000272735.4_ASM27273v4_genomic.fna	7.088285407	SiTVs
GCF_000272735.4_ASM27273v4_genomic.fna	7.088285407	SiTVs
GCF_000258145.1_ASM25814v1_genomic.fna	7.246451564	SiTVs
GCF_000286275.1_ASM28627v1_genomic.fna	6.950189989	SiTVs
GCF_000338075.1_G4222_chroI_and_II_genomic.fna	7.669242365	SiTVs
GCF_000227625.1_ASM22762v1_genomic.fna	7.379434822	SiTVs
GCF_000227625.1_ASM22762v1_genomic.fna	7.379434822	SiTVs
GCF_000227625.1_ASM22762v1_genomic.fna	7.379434822	SiTVs
GCF_000299455.1_ASM29945v1_genomic.fna	7.262177121	SiTVs
GCF_000299255.1_ASM29925v1_genomic.fna	7.274192035	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	7.284994042	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	7.284994042	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	7.284994042	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	7.284994042	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	7.284994042	SiTVs
GCF_000245535.1_ASM24553v1_genomic.fna	7.097938401	SiTVs
GCF_000406205.1_DXX3274_1.0_genomic.fna	7.32414364	SiTVs
GCF_000487935.2_ASM48793v2_genomic.fna	7.004871154	SiTVs
GCF_000567925.1_ASM56792v1_genomic.fna	5.998329837	SiTVs
GCF_000567925.1_ASM56792v1_genomic.fna	5.998329837	SiTVs
GCF_000567925.1_ASM56792v1_genomic.fna	5.998329837	SiTVs
GCF_000511285.2_ASM51128v2_genomic.fna	7.24696924	SiTVs
GCF_000511895.1_ASM51189v1_genomic.fna	6.011521056	SiTVs
GCF_000430405.1_ASM43040v1_genomic.fna	7.703999336	SiTVs
GCF_000430405.1_ASM43040v1_genomic.fna	7.703999336	SiTVs
GCF_000597945.1_ASM59794v2_genomic.fna	7.213285526	SiTVs
GCF_000410515.1_ASM41051v1_genomic.fna	6.99197168	SiTVs
GCF_000468515.1_ASM46851v1_genomic.fna	7.333743288	SiTVs
GCF_000493535.2_DT2_genomic.fna	7.113904574	SiTVs
GCF_000504545.1_ASM50454v1_genomic.fna	6.88686999	SiTVs
GCF_000452445.2_ASM45244v3_genomic.fna	7.312974143	SiTVs
GCF_000583835.1_ASM58383v1_genomic.fna	6.036979903	SiTVs
GCF_000583835.1_ASM58383v1_genomic.fna	6.036979903	SiTVs
GCF_000499485.1_MYMC4100_genomic.fna	7.379665101	SiTVs
GCF_000486915.2_ASM48691v2_genomic.fna	7.101118335	SiTVs
GCF_000487215.2_ASM48721v2_genomic.fna	7.09840551	SiTVs
GCF_000487215.2_ASM48721v2_genomic.fna	7.09840551	SiTVs
GCF_000385905.1_ASM38590v1_genomic.fna	7.099001769	SiTVs
GCF_000511325.1_ASM51132v1_genomic.fna	7.322255304	SiTVs
GCF_000439575.1_ASM43957v1_genomic.fna	8.035097827	SiTVs
GCF_000599665.1_ASM59966v1_genomic.fna	7.390749036	SiTVs
GCF_000439695.1_ASM43969v1_genomic.fna	5.942259344	SiTVs
GCF_000439695.1_ASM43969v1_genomic.fna	5.942259344	SiTVs
GCF_000452585.2_ASM45258v3_genomic.fna	7.337495934	SiTVs
GCF_000439415.2_ASM43941v2_genomic.fna	7.125241543	SiTVs
GCF_000439415.2_ASM43941v2_genomic.fna	7.125241543	SiTVs
GCF_000520035.1_ASM52003v1_genomic.fna	7.314965191	SiTVs
GCF_000520035.1_ASM52003v1_genomic.fna	7.314965191	SiTVs
GCF_000494915.1_ASM49491v1_genomic.fna	7.092493948	SiTVs
GCF_000452525.3_ASM45252v4_genomic.fna	7.321488679	SiTVs
GCF_000439255.1_ASM43925v1_genomic.fna	7.134410685	SiTVs
GCF_000498395.2_ASM49839v3_genomic.fna	7.382995619	SiTVs
GCF_000354175.2_ASM35417v2_genomic.fna	7.697965585	SiTVs
GCF_000430145.2_ASM43014v3_genomic.fna	7.08614548	SiTVs
GCF_000512395.1_ASM51239v1_genomic.fna	7.830138545	SiTVs
GCF_000510305.1_ASM51030v1_genomic.fna	7.431406741	SiTVs
GCF_000510305.1_ASM51030v1_genomic.fna	7.431406741	SiTVs
GCF_000406185.1_DDA2976_1.0_genomic.fna	7.270179201	SiTVs
GCF_000406185.1_DDA2976_1.0_genomic.fna	7.270179201	SiTVs
GCF_000380365.1_ASM38036v1_genomic.fna	7.384029498	SiTVs
GCF_000406105.1_DCH402_1.0_genomic.fna	7.143850459	SiTVs
GCF_000503845.1_ASM50384v1_genomic.fna	7.135693842	SiTVs
GCF_000473275.1_ASM47327v1_genomic.fna	7.138010069	SiTVs
GCF_000412165.1_PSSSMv1.0_genomic.fna	7.310219781	SiTVs
GCF_000597845.1_ASM59784v1_genomic.fna	7.274008205	SiTVs
GCF_000486365.2_ASM48636v2_genomic.fna	7.093414373	SiTVs
GCF_000486365.2_ASM48636v2_genomic.fna	7.093414373	SiTVs
GCF_000599685.1_ASM59968v1_genomic.fna	7.39983488	SiTVs
GCF_000494855.1_ASM49485v1_genomic.fna	6.085304897	SiTVs
GCF_000494855.1_ASM49485v1_genomic.fna	6.085304897	SiTVs
GCF_000365305.1_DDI453_v1.0_genomic.fna	7.260551148	SiTVs
GCF_000618005.3_ASM61800v3_genomic.fna	7.398102227	SiTVs
GCF_000487015.2_ASM48701v2_genomic.fna	7.132908547	SiTVs
GCF_000380335.1_ASM38033v1_genomic.fna	7.365283729	SiTVs
GCF_000430165.1_ASM43016v1_genomic.fna	7.088140326	SiTVs
GCF_000464435.1_ASM46443v1_genomic.fna	7.869439926	SiTVs
GCF_000486345.2_ASM48634v2_genomic.fna	7.105461303	SiTVs
GCF_000567905.1_ASM56790v1_genomic.fna	6.000075975	SiTVs
GCF_000568495.1_ASM56849v1_genomic.fna	7.69190972	SiTVs
GCF_000417225.2_ASM41722v2_genomic.fna	6.982580414	SiTVs
GCF_000400525.1_DZE3532_1.0_genomic.fna	6.919750022	SiTVs
GCF_000400525.1_DZE3532_1.0_genomic.fna	6.919750022	SiTVs
GCF_000348565.1_ASM34856v1_genomic.fna	6.968224115	SiTVs
GCF_000442415.1_ASM44241v1_genomic.fna	7.077421461	SiTVs
GCF_000442415.1_ASM44241v1_genomic.fna	7.077421461	SiTVs
GCF_000487035.2_ASM48703v2_genomic.fna	7.070016226	SiTVs
GCF_000487035.2_ASM48703v2_genomic.fna	7.070016226	SiTVs
GCF_000406265.1_DDA3537_1.0_genomic.fna	7.263002926	SiTVs
GCF_000689415.1_PKB13_genomic.fna	6.681794481	SiTVs
GCF_000689415.1_PKB13_genomic.fna	6.681794481	SiTVs
GCF_000770395.1_ASM77039v1_genomic.fna	6.003829983	SiTVs
GCF_000770155.1_ASM77015v1_genomic.fna	7.042782925	SiTVs
GCF_000763555.1_ASM76355v1_genomic.fna	6.014703074	SiTVs
GCF_000743995.1_ASM74399v1_genomic.fna	7.329481951	SiTVs
GCF_000786425.1_Vibrio_anguillarum_NB10_serovar_O1_genomic.fna	7.560576336	SiTVs
GCF_000730345.1_ASM73034v1_genomic.fna	7.374395682	SiTVs
GCF_000770535.1_ASM77053v1_genomic.fna	6.046137036	SiTVs
GCF_000807425.2_ASM80742v4_genomic.fna	6.964383071	SiTVs
GCF_000829415.1_ASM82941v1_genomic.fna	7.879366054	SiTVs
GCF_000770455.1_ASM77045v1_genomic.fna	6.057387864	SiTVs
GCF_000750555.1_ASM75055v1_genomic.fna	7.395164241	SiTVs
GCF_000750555.1_ASM75055v1_genomic.fna	7.395164241	SiTVs
GCF_000698265.1_ASM69826v1_genomic.fna	7.328305142	SiTVs
GCF_000800765.1_ASM80076v1_genomic.fna	7.395892698	SiTVs
GCF_000750225.1_ASM75022v1_genomic.fna	6.968270478	SiTVs
GCF_000757015.2_ASM75701v2_genomic.fna	5.922241488	SiTVs
GCF_000757015.2_ASM75701v2_genomic.fna	5.922241488	SiTVs
GCF_000770565.1_ASM77056v1_genomic.fna	6.032791806	SiTVs
GCF_000770565.1_ASM77056v1_genomic.fna	6.032791806	SiTVs
GCF_000770565.1_ASM77056v1_genomic.fna	6.032791806	SiTVs
GCF_000671295.1_ASM67129v1_genomic.fna	7.315657282	SiTVs
GCF_000671295.1_ASM67129v1_genomic.fna	7.315657282	SiTVs
GCF_000750905.1_PSE305_genomic.fna	7.376057124	SiTVs
GCF_000750905.1_PSE305_genomic.fna	7.376057124	SiTVs
GCF_000813165.1_ASM81316v1_genomic.fna	7.282679644	SiTVs
GCF_000829215.1_ASM82921v1_genomic.fna	7.65998497	SiTVs
GCF_000807405.2_ASM80740v4_genomic.fna	6.96230628	SiTVs
GCF_000807405.2_ASM80740v4_genomic.fna	6.96230628	SiTVs
GCF_000756085.1_ASM75608v1_genomic.fna	6.015265025	SiTVs
GCF_000764595.1_ASM76459v1_genomic.fna	6.054741592	SiTVs
GCF_000764595.1_ASM76459v1_genomic.fna	6.054741592	SiTVs
GCF_000764595.1_ASM76459v1_genomic.fna	6.054741592	SiTVs
GCF_000750315.1_ASM75031v1_genomic.fna	7.651679112	SiTVs
GCF_000784925.1_ASM78492v1_genomic.fna	7.269637814	SiTVs
GCF_000732965.1_ASM73296v1_genomic.fna	7.385806836	SiTVs
GCF_000814845.2_ASM81484v2_genomic.fna	6.419353085	SiTVs
GCF_000764575.1_ASM76457v1_genomic.fna	6.067126412	SiTVs
GCF_000756165.1_ASM75616v1_genomic.fna	6.035461198	SiTVs
GCF_000698715.2_ASM69871v2_genomic.fna	7.147539472	SiTVs
GCF_000829985.1_ASM82998v1_genomic.fna	7.292699365	SiTVs
GCF_000829985.1_ASM82998v1_genomic.fna	7.292699365	SiTVs
GCF_000829985.1_ASM82998v1_genomic.fna	7.292699365	SiTVs
GCF_000724525.1_ASM72452v1_genomic.fna	7.374807658	SiTVs
GCF_000698295.1_ASM69829v1_genomic.fna	7.306926756	SiTVs
GCF_000742815.1_ASM74281v1_genomic.fna	7.032360568	SiTVs
GCF_000783955.2_ASM78395v2_genomic.fna	7.466367219	SiTVs
GCF_000783955.2_ASM78395v2_genomic.fna	7.466367219	SiTVs
GCF_000750355.1_ASM75035v1_genomic.fna	7.384179486	SiTVs
GCF_000770495.1_ASM77049v1_genomic.fna	6.023690357	SiTVs
GCF_000770495.1_ASM77049v1_genomic.fna	6.023690357	SiTVs
GCF_000808035.2_ASM80803v2_genomic.fna	6.020896813	SiTVs
GCF_000808035.2_ASM80803v2_genomic.fna	6.020896813	SiTVs
GCF_000698515.2_ASM69851v2_genomic.fna	7.132790903	SiTVs
GCF_000698515.2_ASM69851v2_genomic.fna	7.132790903	SiTVs
GCF_000755985.1_ASM75598v1_genomic.fna	5.913367108	SiTVs
GCF_000755985.1_ASM75598v1_genomic.fna	5.913367108	SiTVs
GCF_000833145.1_ASM83314v1_genomic.fna	7.286040725	SiTVs
GCF_000833145.1_ASM83314v1_genomic.fna	7.286040725	SiTVs
GCF_000833145.1_ASM83314v1_genomic.fna	7.286040725	SiTVs
GCF_000757035.2_ASM75703v2_genomic.fna	6.057527777	SiTVs
GCF_000807415.2_ASM80741v4_genomic.fna	6.846932458	SiTVs
GCF_000765435.1_ASM76543v1_genomic.fna	7.286774931	SiTVs
GCF_000814145.2_ASM81414v2_genomic.fna	7.342625596	SiTVs
GCF_000828775.1_ASM82877v1_genomic.fna	7.040583409	SiTVs
GCF_000828775.1_ASM82877v1_genomic.fna	7.040583409	SiTVs
GCF_000828775.1_ASM82877v1_genomic.fna	7.040583409	SiTVs
GCF_000765375.1_ASM76537v1_genomic.fna	6.055811718	SiTVs
GCF_000765375.1_ASM76537v1_genomic.fna	6.055811718	SiTVs
GCF_000743255.1_ASM74325v1_genomic.fna	7.374555143	SiTVs
GCF_000756005.1_ASM75600v1_genomic.fna	5.815883917	SiTVs
GCF_000801205.1_ASM80120v1_genomic.fna	7.395207208	SiTVs
GCF_000801205.1_ASM80120v1_genomic.fna	7.395207208	SiTVs
GCF_000830035.1_ASM83003v1_genomic.fna	7.282285564	SiTVs
GCF_000830035.1_ASM83003v1_genomic.fna	7.282285564	SiTVs
GCF_000756065.1_ASM75606v1_genomic.fna	6.031049057	SiTVs
GCF_000819645.1_ASM81964v1_genomic.fna	7.356015166	SiTVs
GCF_000800215.1_ASM80021v1_genomic.fna	7.395606991	SiTVs
GCF_000734975.2_ASM73497v2_genomic.fna	8.436278609	SiTVs
GCF_000756775.1_PRJEB6478_assembly_1_genomic.fna	7.679577817	SiTVs
GCF_000755825.1_ASM75582v1_genomic.fna	5.994605793	SiTVs
GCF_000783735.2_ASM78373v2_genomic.fna	7.358300849	SiTVs
GCF_000783735.2_ASM78373v2_genomic.fna	7.358300849	SiTVs
GCF_000725305.1_ASM72530v1_genomic.fna	7.370588761	SiTVs
