host	value	type
GCF_000019645.1_ASM1964v1_genomic.fna	17.53839768	SiTVs
GCF_000019645.1_ASM1964v1_genomic.fna	17.53839768	SiTVs
GCF_000026325.1_ASM2632v2_genomic.fna	18.46092504	SiTVs
GCF_000022585.1_ASM2258v1_genomic.fna	13.90658174	SiTVs
GCF_000023365.1_ASM2336v1_genomic.fna	16.82524948	SiTVs
GCF_000023365.1_ASM2336v1_genomic.fna	16.82524948	SiTVs
GCF_000023025.1_ASM2302v1_genomic.fna	14.86751717	SiTVs
GCF_000023565.1_ASM2356v1_genomic.fna	15.7081749	SiTVs
GCF_000026345.1_ASM2634v1_genomic.fna	18.59555189	SiTVs
GCF_000026345.1_ASM2634v1_genomic.fna	18.59555189	SiTVs
GCF_000026305.1_ASM2630v1_genomic.fna	18.15810594	SiTVs
GCF_000021045.1_ASM2104v1_genomic.fna	17.80708986	SiTVs
GCF_000018765.1_ASM1876v1_genomic.fna	13.34582553	SiTVs
GCF_000022165.1_ASM2216v1_genomic.fna	18.11719087	SiTVs
GCF_000015905.1_ASM1590v1_genomic.fna	15.27634741	SiTVs
GCF_000015905.1_ASM1590v1_genomic.fna	15.27634741	SiTVs
GCF_000017985.1_ASM1798v1_genomic.fna	16.89423745	SiTVs
GCF_000017985.1_ASM1798v1_genomic.fna	16.89423745	SiTVs
GCF_000017985.1_ASM1798v1_genomic.fna	16.89423745	SiTVs
GCF_000023665.1_ASM2366v1_genomic.fna	17.02721563	SiTVs
GCF_000023665.1_ASM2366v1_genomic.fna	17.02721563	SiTVs
GCF_000016945.1_ASM1694v1_genomic.fna	15.9026465	SiTVs
GCF_000016945.1_ASM1694v1_genomic.fna	15.9026465	SiTVs
GCF_000020125.1_ASM2012v1_genomic.fna	12.9293762	SiTVs
GCF_000026545.1_ASM2654v1_genomic.fna	18.88226834	SiTVs
GCF_000012025.1_ASM1202v1_genomic.fna	18.18181818	SiTVs
GCF_000026265.1_ASM2626v1_genomic.fna	17.04781705	SiTVs
GCF_000007805.1_ASM780v1_genomic.fna	18.33390236	SiTVs
GCF_000009345.1_ASM934v1_genomic.fna	16.48610457	SiTVs
GCF_000016345.1_ASM1634v1_genomic.fna	16.87883074	SiTVs
GCF_000006945.2_ASM694v2_genomic.fna	18.0853368	SiTVs
GCF_000025165.1_ASM2516v1_genomic.fna	18.98832685	SiTVs
GCF_000006745.1_ASM674v1_genomic.fna	13.25368158	SiTVs
GCF_000021665.1_ASM2166v1_genomic.fna	12.54132687	SiTVs
GCF_000022225.1_ASM2222v1_genomic.fna	19.2371476	SiTVs
GCF_000026225.1_ASM2622v1_genomic.fna	18.70787822	SiTVs
GCF_000026225.1_ASM2622v1_genomic.fna	18.70787822	SiTVs
GCF_000026225.1_ASM2622v1_genomic.fna	18.70787822	SiTVs
GCF_000020185.1_ASM2018v1_genomic.fna	17.93022803	SiTVs
GCF_000020185.1_ASM2018v1_genomic.fna	17.93022803	SiTVs
GCF_000009565.1_ASM956v1_genomic.fna	17.10741868	SiTVs
GCF_000009565.1_ASM956v1_genomic.fna	17.10741868	SiTVs
GCF_000152285.1_ASM15228v1_genomic.fna	15.98810188	SiTVs
GCF_000152285.1_ASM15228v1_genomic.fna	15.98810188	SiTVs
GCF_000013585.1_ASM1358v1_genomic.fna	18.0387931	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	19.35732153	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	19.35732153	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	19.35732153	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	19.35732153	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	19.35732153	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	19.35732153	SiTVs
GCF_000210855.2_ASM21085v2_genomic.fna	18.32878438	SiTVs
GCF_000210855.2_ASM21085v2_genomic.fna	18.32878438	SiTVs
GCF_000259545.1_ASM25954v1_genomic.fna	13.06868867	SiTVs
GCF_000259545.1_ASM25954v1_genomic.fna	13.06868867	SiTVs
GCF_000259545.1_ASM25954v1_genomic.fna	13.06868867	SiTVs
GCF_000281895.1_ASM28189v1_genomic.fna	17.6026676	SiTVs
GCF_000188735.1_ASM18873v1_genomic.fna	18.33263335	SiTVs
GCF_000188735.1_ASM18873v1_genomic.fna	18.33263335	SiTVs
GCF_000283715.1_ASM28371v1_genomic.fna	17.09940653	SiTVs
GCF_000255915.1_ASM25591v1_genomic.fna	13.2282085	SiTVs
GCF_000255915.1_ASM25591v1_genomic.fna	13.2282085	SiTVs
GCF_000255915.1_ASM25591v1_genomic.fna	13.2282085	SiTVs
GCF_000240905.2_ASM24090v3_genomic.fna	17.67271058	SiTVs
GCF_000225565.1_ASM22556v1_genomic.fna	19.29160169	SiTVs
GCF_000225565.1_ASM22556v1_genomic.fna	19.29160169	SiTVs
GCF_000252875.1_ASM25287v1_genomic.fna	18.46712212	SiTVs
GCF_000252875.1_ASM25287v1_genomic.fna	18.46712212	SiTVs
GCF_000310085.1_ASM31008v1_genomic.fna	15.40596808	SiTVs
GCF_000271985.2_ASM27198v2_genomic.fna	17.06586826	SiTVs
GCF_000299475.1_ASM29947v1_genomic.fna	17.59639851	SiTVs
GCF_000299475.1_ASM29947v1_genomic.fna	17.59639851	SiTVs
GCF_000336425.1_ASM33642v1_genomic.fna	15.55374593	SiTVs
GCF_000282175.2_ASM28217v2_genomic.fna	16.94943172	SiTVs
GCF_000166535.2_ASM16653v3_genomic.fna	18.18367764	SiTVs
GCF_000223945.1_ASM22394v2_genomic.fna	18.25295433	SiTVs
GCF_000198775.1_ASM19877v1_genomic.fna	15.75157516	SiTVs
GCF_000198775.1_ASM19877v1_genomic.fna	15.75157516	SiTVs
GCF_000269645.1_PB_Esch_coli_MG12655_V1_genomic.fna	16.8638367	SiTVs
GCF_000269645.1_PB_Esch_coli_MG12655_V1_genomic.fna	16.8638367	SiTVs
GCF_000210475.1_ASM21047v1_genomic.fna	19.28794992	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	20.11453114	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	20.11453114	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	20.11453114	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	20.11453114	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	20.11453114	SiTVs
GCF_000241385.1_ASM24138v1_genomic.fna	12.36212279	SiTVs
GCF_000310105.2_ASM31010v2_genomic.fna	14.73557692	SiTVs
GCF_000238455.2_ASM23845v3_genomic.fna	18.23687752	SiTVs
GCF_000194805.1_ASM19480v1_genomic.fna	17.53033782	SiTVs
GCF_000214195.1_ASM21419v1_genomic.fna	16.35672865	SiTVs
GCF_000250855.1_ASM25085v1_genomic.fna	12.90055249	SiTVs
GCF_000219915.2_ASM21991v3_genomic.fna	22.28349673	SiTVs
GCF_000214235.1_ASM21423v1_genomic.fna	16.37345062	SiTVs
GCF_000331385.1_PSSB64v1.0_genomic.fna	18.51632047	SiTVs
GCF_000263715.2_ASM26371v2_genomic.fna	19.43651926	SiTVs
GCF_000314895.2_ASM31489v2_genomic.fna	15.65504808	SiTVs
GCF_000273425.1_Esch_coli_MG12655_V1_genomic.fna	16.8638367	SiTVs
GCF_000273425.1_Esch_coli_MG12655_V1_genomic.fna	16.8638367	SiTVs
GCF_000187705.1_ASM18770v1_genomic.fna	16.99980594	SiTVs
GCF_000187705.1_ASM18770v1_genomic.fna	16.99980594	SiTVs
GCF_000223965.1_ASM22396v2_genomic.fna	18.36701957	SiTVs
GCF_000214805.1_ASM21480v1_genomic.fna	16.34	SiTVs
GCF_000194745.1_ASM19474v1_genomic.fna	14.47785814	SiTVs
GCF_000194745.1_ASM19474v1_genomic.fna	14.47785814	SiTVs
GCF_000224675.1_ASM22467v1_genomic.fna	18.91080617	SiTVs
GCF_000284495.1_ASM28449v1_genomic.fna	18.03983703	SiTVs
GCF_000252955.1_ASM25295v1_genomic.fna	15.96801551	SiTVs
GCF_000226155.1_ASM22615v1_genomic.fna	17.44366076	SiTVs
GCF_000272715.4_ASM27271v4_genomic.fna	18.39572193	SiTVs
GCF_000272715.4_ASM27271v4_genomic.fna	18.39572193	SiTVs
GCF_000272815.2_ASM27281v2_genomic.fna	17.50397818	SiTVs
GCF_000325725.1_ASM32572v1_genomic.fna	18.49963583	SiTVs
GCF_000184185.1_ASM18418v1_genomic.fna	18.69814933	SiTVs
GCF_000186585.1_ASM18658v1_genomic.fna	12.23934723	SiTVs
GCF_000186585.1_ASM18658v1_genomic.fna	12.23934723	SiTVs
GCF_000213635.1_ASM21363v1_genomic.fna	17.90946862	SiTVs
GCF_000182585.2_ASM18258v2_genomic.fna	15.42395249	SiTVs
GCF_000191665.1_ecmda7_genomic.fna	19.22241529	SiTVs
GCF_000270105.1_ASM27010v1_genomic.fna	16.88372093	SiTVs
GCF_000270105.1_ASM27010v1_genomic.fna	16.88372093	SiTVs
GCF_000168335.1_ASM16833v1_genomic.fna	17.58886653	SiTVs
GCF_000285655.3_EC958.v1_genomic.fna	18.32588379	SiTVs
GCF_000275645.1_ASM27564v1_genomic.fna	13.20441989	SiTVs
GCF_000342305.2_vvyb1_bt3.5_genomic.fna	15.88962892	SiTVs
GCF_000342305.2_vvyb1_bt3.5_genomic.fna	15.88962892	SiTVs
GCF_000260515.1_ASM26051v1_genomic.fna	15.32554257	SiTVs
GCF_000193455.1_ASM19345v1_genomic.fna	15.96306069	SiTVs
GCF_000272895.2_ASM27289v3_genomic.fna	18.46438864	SiTVs
GCF_000272895.2_ASM27289v3_genomic.fna	18.46438864	SiTVs
GCF_000196095.1_ASM19609v1_genomic.fna	12.49726895	SiTVs
GCF_000196095.1_ASM19609v1_genomic.fna	12.49726895	SiTVs
GCF_000272755.4_ASM27275v4_genomic.fna	18.28819068	SiTVs
GCF_000272755.4_ASM27275v4_genomic.fna	18.28819068	SiTVs
GCF_000166455.1_ASM16645v2_genomic.fna	13.11111111	SiTVs
GCF_000258025.1_ASM25802v1_genomic.fna	18.13128074	SiTVs
GCF_000262695.1_ASM26269v1_genomic.fna	13.75451885	SiTVs
GCF_000230875.1_Salmonella_enterica_SARB27-2.0_genomic.fna	17.89264414	SiTVs
GCF_000187565.1_ASM18756v1_genomic.fna	17.53658004	SiTVs
GCF_000252995.1_ASM25299v1_genomic.fna	16.78200692	SiTVs
GCF_000267545.1_ASM26754v1_genomic.fna	18.03957662	SiTVs
GCF_000267545.1_ASM26754v1_genomic.fna	18.03957662	SiTVs
GCF_000341425.1_ASM34142v1_genomic.fna	18.30570066	SiTVs
GCF_000284555.1_ASM28455v1_genomic.fna	18.78594249	SiTVs
GCF_000284555.1_ASM28455v1_genomic.fna	18.78594249	SiTVs
GCF_000195995.1_ASM19599v1_genomic.fna	18.71147345	SiTVs
GCF_000272775.4_ASM27277v4_genomic.fna	18.30300466	SiTVs
GCF_000272775.4_ASM27277v4_genomic.fna	18.30300466	SiTVs
GCF_000253175.1_ASM25317v1_genomic.fna	15.88652482	SiTVs
GCF_000253175.1_ASM25317v1_genomic.fna	15.88652482	SiTVs
GCF_000272735.4_ASM27273v4_genomic.fna	18.44931271	SiTVs
GCF_000272735.4_ASM27273v4_genomic.fna	18.44931271	SiTVs
GCF_000258145.1_ASM25814v1_genomic.fna	18.60613811	SiTVs
GCF_000286275.1_ASM28627v1_genomic.fna	18.81367444	SiTVs
GCF_000338075.1_G4222_chroI_and_II_genomic.fna	13.70449679	SiTVs
GCF_000227625.1_ASM22762v1_genomic.fna	19.20529801	SiTVs
GCF_000227625.1_ASM22762v1_genomic.fna	19.20529801	SiTVs
GCF_000227625.1_ASM22762v1_genomic.fna	19.20529801	SiTVs
GCF_000299455.1_ASM29945v1_genomic.fna	17.70651118	SiTVs
GCF_000299255.1_ASM29925v1_genomic.fna	17.60031014	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	19.53672113	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	19.53672113	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	19.53672113	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	19.53672113	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	19.53672113	SiTVs
GCF_000245535.1_ASM24553v1_genomic.fna	18.30721003	SiTVs
GCF_000406205.1_DXX3274_1.0_genomic.fna	15.69586483	SiTVs
GCF_000487935.2_ASM48793v2_genomic.fna	19.22528033	SiTVs
GCF_000567925.1_ASM56792v1_genomic.fna	14.8767764	SiTVs
GCF_000567925.1_ASM56792v1_genomic.fna	14.8767764	SiTVs
GCF_000567925.1_ASM56792v1_genomic.fna	14.8767764	SiTVs
GCF_000511285.2_ASM51128v2_genomic.fna	14.88549618	SiTVs
GCF_000511895.1_ASM51189v1_genomic.fna	16.02929211	SiTVs
GCF_000430405.1_ASM43040v1_genomic.fna	12.52133106	SiTVs
GCF_000430405.1_ASM43040v1_genomic.fna	12.52133106	SiTVs
GCF_000597945.1_ASM59794v2_genomic.fna	17.9192007	SiTVs
GCF_000410515.1_ASM41051v1_genomic.fna	17.81334442	SiTVs
GCF_000468515.1_ASM46851v1_genomic.fna	17.92138574	SiTVs
GCF_000493535.2_DT2_genomic.fna	18.00348736	SiTVs
GCF_000504545.1_ASM50454v1_genomic.fna	17.84550954	SiTVs
GCF_000452445.2_ASM45244v3_genomic.fna	17.72223266	SiTVs
GCF_000583835.1_ASM58383v1_genomic.fna	15.69325352	SiTVs
GCF_000583835.1_ASM58383v1_genomic.fna	15.69325352	SiTVs
GCF_000499485.1_MYMC4100_genomic.fna	16.72994779	SiTVs
GCF_000486915.2_ASM48691v2_genomic.fna	17.87978142	SiTVs
GCF_000487215.2_ASM48721v2_genomic.fna	18.1205036	SiTVs
GCF_000487215.2_ASM48721v2_genomic.fna	18.1205036	SiTVs
GCF_000385905.1_ASM38590v1_genomic.fna	18.71750433	SiTVs
GCF_000511325.1_ASM51132v1_genomic.fna	16.38132296	SiTVs
GCF_000439575.1_ASM43957v1_genomic.fna	15.42380732	SiTVs
GCF_000599665.1_ASM59966v1_genomic.fna	17.43378202	SiTVs
GCF_000439695.1_ASM43969v1_genomic.fna	15.4723127	SiTVs
GCF_000439695.1_ASM43969v1_genomic.fna	15.4723127	SiTVs
GCF_000452585.2_ASM45258v3_genomic.fna	18.16585366	SiTVs
GCF_000439415.2_ASM43941v2_genomic.fna	16.86151079	SiTVs
GCF_000439415.2_ASM43941v2_genomic.fna	16.86151079	SiTVs
GCF_000520035.1_ASM52003v1_genomic.fna	20.02158662	SiTVs
GCF_000520035.1_ASM52003v1_genomic.fna	20.02158662	SiTVs
GCF_000494915.1_ASM49491v1_genomic.fna	18.07768033	SiTVs
GCF_000452525.3_ASM45252v4_genomic.fna	18.15925148	SiTVs
GCF_000439255.1_ASM43925v1_genomic.fna	18.85650224	SiTVs
GCF_000498395.2_ASM49839v3_genomic.fna	18.43310158	SiTVs
GCF_000354175.2_ASM35417v2_genomic.fna	12.56314518	SiTVs
GCF_000430145.2_ASM43014v3_genomic.fna	18.18942087	SiTVs
GCF_000512395.1_ASM51239v1_genomic.fna	11.83404055	SiTVs
GCF_000510305.1_ASM51030v1_genomic.fna	18.24020552	SiTVs
GCF_000510305.1_ASM51030v1_genomic.fna	18.24020552	SiTVs
GCF_000406185.1_DDA2976_1.0_genomic.fna	16.70539033	SiTVs
GCF_000406185.1_DDA2976_1.0_genomic.fna	16.70539033	SiTVs
GCF_000380365.1_ASM38036v1_genomic.fna	17.65316719	SiTVs
GCF_000406105.1_DCH402_1.0_genomic.fna	16.87693406	SiTVs
GCF_000503845.1_ASM50384v1_genomic.fna	17.10914454	SiTVs
GCF_000473275.1_ASM47327v1_genomic.fna	17.38830032	SiTVs
GCF_000412165.1_PSSSMv1.0_genomic.fna	18.6606471	SiTVs
GCF_000597845.1_ASM59784v1_genomic.fna	17.66659287	SiTVs
GCF_000486365.2_ASM48636v2_genomic.fna	17.2381835	SiTVs
GCF_000486365.2_ASM48636v2_genomic.fna	17.2381835	SiTVs
GCF_000599685.1_ASM59968v1_genomic.fna	17.57469244	SiTVs
GCF_000494855.1_ASM49485v1_genomic.fna	15.65731167	SiTVs
GCF_000494855.1_ASM49485v1_genomic.fna	15.65731167	SiTVs
GCF_000365305.1_DDI453_v1.0_genomic.fna	16.38554217	SiTVs
GCF_000618005.3_ASM61800v3_genomic.fna	17.08054416	SiTVs
GCF_000487015.2_ASM48701v2_genomic.fna	17.53437007	SiTVs
GCF_000380335.1_ASM38033v1_genomic.fna	17.78875849	SiTVs
GCF_000430165.1_ASM43016v1_genomic.fna	17.7613941	SiTVs
GCF_000464435.1_ASM46443v1_genomic.fna	13.61284567	SiTVs
GCF_000486345.2_ASM48634v2_genomic.fna	17.95039164	SiTVs
GCF_000567905.1_ASM56790v1_genomic.fna	15.41571454	SiTVs
GCF_000568495.1_ASM56849v1_genomic.fna	12.51325557	SiTVs
GCF_000417225.2_ASM41722v2_genomic.fna	19.05718984	SiTVs
GCF_000400525.1_DZE3532_1.0_genomic.fna	15.75682382	SiTVs
GCF_000400525.1_DZE3532_1.0_genomic.fna	15.75682382	SiTVs
GCF_000348565.1_ASM34856v1_genomic.fna	17.07812954	SiTVs
GCF_000442415.1_ASM44241v1_genomic.fna	18.06731813	SiTVs
GCF_000442415.1_ASM44241v1_genomic.fna	18.06731813	SiTVs
GCF_000487035.2_ASM48703v2_genomic.fna	18.19139966	SiTVs
GCF_000487035.2_ASM48703v2_genomic.fna	18.19139966	SiTVs
GCF_000406265.1_DDA3537_1.0_genomic.fna	15.45974273	SiTVs
GCF_000689415.1_PKB13_genomic.fna	16.93130825	SiTVs
GCF_000689415.1_PKB13_genomic.fna	16.93130825	SiTVs
GCF_000770395.1_ASM77039v1_genomic.fna	15.26023244	SiTVs
GCF_000770155.1_ASM77015v1_genomic.fna	18.51934193	SiTVs
GCF_000763555.1_ASM76355v1_genomic.fna	15.36280234	SiTVs
GCF_000743995.1_ASM74399v1_genomic.fna	17.68937791	SiTVs
GCF_000786425.1_Vibrio_anguillarum_NB10_serovar_O1_genomic.fna	15.29831719	SiTVs
GCF_000730345.1_ASM73034v1_genomic.fna	19.10874748	SiTVs
GCF_000770535.1_ASM77053v1_genomic.fna	15.35767884	SiTVs
GCF_000807425.2_ASM80742v4_genomic.fna	19.46692991	SiTVs
GCF_000829415.1_ASM82941v1_genomic.fna	18.28398145	SiTVs
GCF_000770455.1_ASM77045v1_genomic.fna	15.25112631	SiTVs
GCF_000750555.1_ASM75055v1_genomic.fna	16.88311688	SiTVs
GCF_000750555.1_ASM75055v1_genomic.fna	16.88311688	SiTVs
GCF_000698265.1_ASM69826v1_genomic.fna	19.52212389	SiTVs
GCF_000800765.1_ASM80076v1_genomic.fna	16.80751174	SiTVs
GCF_000750225.1_ASM75022v1_genomic.fna	18.24605154	SiTVs
GCF_000757015.2_ASM75701v2_genomic.fna	15.3924394	SiTVs
GCF_000757015.2_ASM75701v2_genomic.fna	15.3924394	SiTVs
GCF_000770565.1_ASM77056v1_genomic.fna	16.22114216	SiTVs
GCF_000770565.1_ASM77056v1_genomic.fna	16.22114216	SiTVs
GCF_000770565.1_ASM77056v1_genomic.fna	16.22114216	SiTVs
GCF_000671295.1_ASM67129v1_genomic.fna	20.02879251	SiTVs
GCF_000671295.1_ASM67129v1_genomic.fna	20.02879251	SiTVs
GCF_000750905.1_PSE305_genomic.fna	18.36832061	SiTVs
GCF_000750905.1_PSE305_genomic.fna	18.36832061	SiTVs
GCF_000813165.1_ASM81316v1_genomic.fna	18.92112791	SiTVs
GCF_000829215.1_ASM82921v1_genomic.fna	12.73849607	SiTVs
GCF_000807405.2_ASM80740v4_genomic.fna	19.46186526	SiTVs
GCF_000807405.2_ASM80740v4_genomic.fna	19.46186526	SiTVs
GCF_000756085.1_ASM75608v1_genomic.fna	15.43209877	SiTVs
GCF_000764595.1_ASM76459v1_genomic.fna	15.89208007	SiTVs
GCF_000764595.1_ASM76459v1_genomic.fna	15.89208007	SiTVs
GCF_000764595.1_ASM76459v1_genomic.fna	15.89208007	SiTVs
GCF_000750315.1_ASM75031v1_genomic.fna	16.55883058	SiTVs
GCF_000784925.1_ASM78492v1_genomic.fna	18.54593774	SiTVs
GCF_000732965.1_ASM73296v1_genomic.fna	18.75808538	SiTVs
GCF_000814845.2_ASM81484v2_genomic.fna	13.2894999	SiTVs
GCF_000764575.1_ASM76457v1_genomic.fna	15.00760521	SiTVs
GCF_000756165.1_ASM75616v1_genomic.fna	15.15307878	SiTVs
GCF_000698715.2_ASM69871v2_genomic.fna	16.76990135	SiTVs
GCF_000829985.1_ASM82998v1_genomic.fna	17.95407098	SiTVs
GCF_000829985.1_ASM82998v1_genomic.fna	17.95407098	SiTVs
GCF_000829985.1_ASM82998v1_genomic.fna	17.95407098	SiTVs
GCF_000724525.1_ASM72452v1_genomic.fna	18.4009506	SiTVs
GCF_000698295.1_ASM69829v1_genomic.fna	18.46658168	SiTVs
GCF_000742815.1_ASM74281v1_genomic.fna	17.71201413	SiTVs
GCF_000783955.2_ASM78395v2_genomic.fna	16.1039657	SiTVs
GCF_000783955.2_ASM78395v2_genomic.fna	16.1039657	SiTVs
GCF_000750355.1_ASM75035v1_genomic.fna	16.35810297	SiTVs
GCF_000770495.1_ASM77049v1_genomic.fna	15.46442688	SiTVs
GCF_000770495.1_ASM77049v1_genomic.fna	15.46442688	SiTVs
GCF_000808035.2_ASM80803v2_genomic.fna	15.2840711	SiTVs
GCF_000808035.2_ASM80803v2_genomic.fna	15.2840711	SiTVs
GCF_000698515.2_ASM69851v2_genomic.fna	16.86151079	SiTVs
GCF_000698515.2_ASM69851v2_genomic.fna	16.86151079	SiTVs
GCF_000755985.1_ASM75598v1_genomic.fna	15.38218072	SiTVs
GCF_000755985.1_ASM75598v1_genomic.fna	15.38218072	SiTVs
GCF_000833145.1_ASM83314v1_genomic.fna	16.90672963	SiTVs
GCF_000833145.1_ASM83314v1_genomic.fna	16.90672963	SiTVs
GCF_000833145.1_ASM83314v1_genomic.fna	16.90672963	SiTVs
GCF_000757035.2_ASM75703v2_genomic.fna	15.44312169	SiTVs
GCF_000807415.2_ASM80741v4_genomic.fna	19.22072705	SiTVs
GCF_000765435.1_ASM76543v1_genomic.fna	18.71733012	SiTVs
GCF_000814145.2_ASM81414v2_genomic.fna	17.98724017	SiTVs
GCF_000828775.1_ASM82877v1_genomic.fna	15.95831631	SiTVs
GCF_000828775.1_ASM82877v1_genomic.fna	15.95831631	SiTVs
GCF_000828775.1_ASM82877v1_genomic.fna	15.95831631	SiTVs
GCF_000765375.1_ASM76537v1_genomic.fna	14.90837929	SiTVs
GCF_000765375.1_ASM76537v1_genomic.fna	14.90837929	SiTVs
GCF_000743255.1_ASM74325v1_genomic.fna	17.88668321	SiTVs
GCF_000756005.1_ASM75600v1_genomic.fna	13.96313364	SiTVs
GCF_000801205.1_ASM80120v1_genomic.fna	16.93268563	SiTVs
GCF_000801205.1_ASM80120v1_genomic.fna	16.93268563	SiTVs
GCF_000830035.1_ASM83003v1_genomic.fna	17.07659874	SiTVs
GCF_000830035.1_ASM83003v1_genomic.fna	17.07659874	SiTVs
GCF_000756065.1_ASM75606v1_genomic.fna	15.70645858	SiTVs
GCF_000819645.1_ASM81964v1_genomic.fna	17.59691496	SiTVs
GCF_000800215.1_ASM80021v1_genomic.fna	16.80751174	SiTVs
GCF_000734975.2_ASM73497v2_genomic.fna	17.88651316	SiTVs
GCF_000756775.1_PRJEB6478_assembly_1_genomic.fna	17.84147412	SiTVs
GCF_000755825.1_ASM75582v1_genomic.fna	14.86645389	SiTVs
GCF_000783735.2_ASM78373v2_genomic.fna	17.55168221	SiTVs
GCF_000783735.2_ASM78373v2_genomic.fna	17.55168221	SiTVs
GCF_000725305.1_ASM72530v1_genomic.fna	17.03534778	SiTVs
