host	value	type
GCF_000299475.1_ASM29947v1_genomic.fna	307.0706596	SiTVs
GCF_000336425.1_ASM33642v1_genomic.fna	313.5523208	SiTVs
GCF_000282175.2_ASM28217v2_genomic.fna	332.2520178	SiTVs
GCF_000166535.2_ASM16653v3_genomic.fna	303.1552465	SiTVs
GCF_000223945.1_ASM22394v2_genomic.fna	321.9645481	SiTVs
GCF_000198775.1_ASM19877v1_genomic.fna	317.639664	SiTVs
GCF_000198775.1_ASM19877v1_genomic.fna	317.639664	SiTVs
GCF_000269645.1_PB_Esch_coli_MG12655_V1_genomic.fna	314.7318488	SiTVs
GCF_000269645.1_PB_Esch_coli_MG12655_V1_genomic.fna	314.7318488	SiTVs
GCF_000210475.1_ASM21047v1_genomic.fna	304.0807903	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	293.7394417	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	293.7394417	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	293.7394417	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	293.7394417	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	293.7394417	SiTVs
GCF_000241385.1_ASM24138v1_genomic.fna	323.8520291	SiTVs
GCF_000310105.2_ASM31010v2_genomic.fna	336.9161058	SiTVs
GCF_000238455.2_ASM23845v3_genomic.fna	311.8212203	SiTVs
GCF_000194805.1_ASM19480v1_genomic.fna	331.2489341	SiTVs
GCF_000214195.1_ASM21419v1_genomic.fna	317.1019796	SiTVs
GCF_000250855.1_ASM25085v1_genomic.fna	325.9201657	SiTVs
GCF_000219915.2_ASM21991v3_genomic.fna	257.4417892	SiTVs
GCF_000214235.1_ASM21423v1_genomic.fna	317.0367853	SiTVs
GCF_000331385.1_PSSB64v1.0_genomic.fna	348.0338279	SiTVs
GCF_000263715.2_ASM26371v2_genomic.fna	335.1399786	SiTVs
GCF_000314895.2_ASM31489v2_genomic.fna	332.3632813	SiTVs
GCF_000273425.1_Esch_coli_MG12655_V1_genomic.fna	314.7318488	SiTVs
GCF_000273425.1_Esch_coli_MG12655_V1_genomic.fna	314.7318488	SiTVs
GCF_000187705.1_ASM18770v1_genomic.fna	318.0632641	SiTVs
GCF_000187705.1_ASM18770v1_genomic.fna	318.0632641	SiTVs
GCF_000223965.1_ASM22396v2_genomic.fna	322.3641322	SiTVs
GCF_000214805.1_ASM21480v1_genomic.fna	317.124	SiTVs
GCF_000194745.1_ASM19474v1_genomic.fna	332.448674	SiTVs
GCF_000194745.1_ASM19474v1_genomic.fna	332.448674	SiTVs
GCF_000224675.1_ASM22467v1_genomic.fna	318.9798456	SiTVs
GCF_000284495.1_ASM28449v1_genomic.fna	318.5826166	SiTVs
GCF_000252955.1_ASM25295v1_genomic.fna	312.769324	SiTVs
GCF_000226155.1_ASM22615v1_genomic.fna	326.475486	SiTVs
GCF_000272715.4_ASM27271v4_genomic.fna	310.6081283	SiTVs
GCF_000272715.4_ASM27271v4_genomic.fna	310.6081283	SiTVs
GCF_000272815.2_ASM27281v2_genomic.fna	315.1343487	SiTVs
GCF_000325725.1_ASM32572v1_genomic.fna	320.7532775	SiTVs
GCF_000184185.1_ASM18418v1_genomic.fna	313.9051266	SiTVs
GCF_000186585.1_ASM18658v1_genomic.fna	329.5840888	SiTVs
GCF_000186585.1_ASM18658v1_genomic.fna	329.5840888	SiTVs
GCF_000213635.1_ASM21363v1_genomic.fna	312.4150448	SiTVs
GCF_000182585.2_ASM18258v2_genomic.fna	340.4716265	SiTVs
GCF_000191665.1_ecmda7_genomic.fna	312.3147263	SiTVs
GCF_000270105.1_ASM27010v1_genomic.fna	314.4230233	SiTVs
GCF_000270105.1_ASM27010v1_genomic.fna	314.4230233	SiTVs
GCF_000168335.1_ASM16833v1_genomic.fna	326.1007713	SiTVs
GCF_000285655.3_EC958.v1_genomic.fna	312.2974401	SiTVs
GCF_000275645.1_ASM27564v1_genomic.fna	328.1359116	SiTVs
GCF_000342305.2_vvyb1_bt3.5_genomic.fna	320.7760228	SiTVs
GCF_000342305.2_vvyb1_bt3.5_genomic.fna	320.7760228	SiTVs
GCF_000260515.1_ASM26051v1_genomic.fna	340.1116861	SiTVs
GCF_000193455.1_ASM19345v1_genomic.fna	339.7458773	SiTVs
GCF_000272895.2_ASM27289v3_genomic.fna	307.0808975	SiTVs
GCF_000272895.2_ASM27289v3_genomic.fna	307.0808975	SiTVs
GCF_000196095.1_ASM19609v1_genomic.fna	324.684728	SiTVs
GCF_000196095.1_ASM19609v1_genomic.fna	324.684728	SiTVs
GCF_000272755.4_ASM27275v4_genomic.fna	307.3720477	SiTVs
GCF_000272755.4_ASM27275v4_genomic.fna	307.3720477	SiTVs
GCF_000166455.1_ASM16645v2_genomic.fna	329.3091667	SiTVs
GCF_000258025.1_ASM25802v1_genomic.fna	316.2106051	SiTVs
GCF_000262695.1_ASM26269v1_genomic.fna	327.1952143	SiTVs
GCF_000230875.1_Salmonella_enterica_SARB27-2.0_genomic.fna	314.0830572	SiTVs
GCF_000187565.1_ASM18756v1_genomic.fna	303.3192837	SiTVs
GCF_000252995.1_ASM25299v1_genomic.fna	320.3640633	SiTVs
GCF_000267545.1_ASM26754v1_genomic.fna	322.3676944	SiTVs
GCF_000267545.1_ASM26754v1_genomic.fna	322.3676944	SiTVs
GCF_000341425.1_ASM34142v1_genomic.fna	308.9014308	SiTVs
GCF_000284555.1_ASM28455v1_genomic.fna	323.7370607	SiTVs
GCF_000284555.1_ASM28455v1_genomic.fna	323.7370607	SiTVs
GCF_000195995.1_ASM19599v1_genomic.fna	295.2250945	SiTVs
GCF_000272775.4_ASM27277v4_genomic.fna	307.6269573	SiTVs
GCF_000272775.4_ASM27277v4_genomic.fna	307.6269573	SiTVs
GCF_000253175.1_ASM25317v1_genomic.fna	307.5115839	SiTVs
GCF_000253175.1_ASM25317v1_genomic.fna	307.5115839	SiTVs
GCF_000272735.4_ASM27273v4_genomic.fna	309.779854	SiTVs
GCF_000272735.4_ASM27273v4_genomic.fna	309.779854	SiTVs
GCF_000258145.1_ASM25814v1_genomic.fna	314.4458653	SiTVs
GCF_000286275.1_ASM28627v1_genomic.fna	319.8082409	SiTVs
GCF_000338075.1_G4222_chroI_and_II_genomic.fna	327.8889186	SiTVs
GCF_000227625.1_ASM22762v1_genomic.fna	308.1671212	SiTVs
GCF_000227625.1_ASM22762v1_genomic.fna	308.1671212	SiTVs
GCF_000227625.1_ASM22762v1_genomic.fna	308.1671212	SiTVs
GCF_000299455.1_ASM29945v1_genomic.fna	307.6013605	SiTVs
GCF_000299255.1_ASM29925v1_genomic.fna	307.0643536	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	295.9405638	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	295.9405638	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	295.9405638	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	295.9405638	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	295.9405638	SiTVs
GCF_000245535.1_ASM24553v1_genomic.fna	299.0687565	SiTVs
GCF_000406205.1_DXX3274_1.0_genomic.fna	328.3028012	SiTVs
GCF_000487935.2_ASM48793v2_genomic.fna	302.7747197	SiTVs
GCF_000567925.1_ASM56792v1_genomic.fna	336.035438	SiTVs
GCF_000567925.1_ASM56792v1_genomic.fna	336.035438	SiTVs
GCF_000567925.1_ASM56792v1_genomic.fna	336.035438	SiTVs
GCF_000511285.2_ASM51128v2_genomic.fna	337.9866412	SiTVs
GCF_000511895.1_ASM51189v1_genomic.fna	339.1656631	SiTVs
GCF_000430405.1_ASM43040v1_genomic.fna	319.3869454	SiTVs
GCF_000430405.1_ASM43040v1_genomic.fna	319.3869454	SiTVs
GCF_000597945.1_ASM59794v2_genomic.fna	301.9387489	SiTVs
GCF_000410515.1_ASM41051v1_genomic.fna	314.8956558	SiTVs
GCF_000468515.1_ASM46851v1_genomic.fna	316.3666445	SiTVs
GCF_000493535.2_DT2_genomic.fna	311.0549259	SiTVs
GCF_000504545.1_ASM50454v1_genomic.fna	311.2626803	SiTVs
GCF_000452445.2_ASM45244v3_genomic.fna	332.8325503	SiTVs
GCF_000583835.1_ASM58383v1_genomic.fna	339.2561074	SiTVs
GCF_000583835.1_ASM58383v1_genomic.fna	339.2561074	SiTVs
GCF_000499485.1_MYMC4100_genomic.fna	314.3265306	SiTVs
GCF_000486915.2_ASM48691v2_genomic.fna	311.8990164	SiTVs
GCF_000487215.2_ASM48721v2_genomic.fna	311.5308004	SiTVs
GCF_000487215.2_ASM48721v2_genomic.fna	311.5308004	SiTVs
GCF_000385905.1_ASM38590v1_genomic.fna	300.5851386	SiTVs
GCF_000511325.1_ASM51132v1_genomic.fna	334.5322957	SiTVs
GCF_000439575.1_ASM43957v1_genomic.fna	332.5958777	SiTVs
GCF_000599665.1_ASM59966v1_genomic.fna	322.0442901	SiTVs
GCF_000439695.1_ASM43969v1_genomic.fna	340.5423453	SiTVs
GCF_000439695.1_ASM43969v1_genomic.fna	340.5423453	SiTVs
GCF_000452585.2_ASM45258v3_genomic.fna	344.7832195	SiTVs
GCF_000439415.2_ASM43941v2_genomic.fna	314.2430306	SiTVs
GCF_000439415.2_ASM43941v2_genomic.fna	314.2430306	SiTVs
GCF_000520035.1_ASM52003v1_genomic.fna	301.2638964	SiTVs
GCF_000520035.1_ASM52003v1_genomic.fna	301.2638964	SiTVs
GCF_000494915.1_ASM49491v1_genomic.fna	316.712905	SiTVs
GCF_000452525.3_ASM45252v4_genomic.fna	343.7479473	SiTVs
GCF_000439255.1_ASM43925v1_genomic.fna	311.1152466	SiTVs
GCF_000498395.2_ASM49839v3_genomic.fna	334.6823809	SiTVs
GCF_000354175.2_ASM35417v2_genomic.fna	324.739732	SiTVs
GCF_000430145.2_ASM43014v3_genomic.fna	309.7177504	SiTVs
GCF_000512395.1_ASM51239v1_genomic.fna	324.3064592	SiTVs
GCF_000510305.1_ASM51030v1_genomic.fna	323.5793192	SiTVs
GCF_000510305.1_ASM51030v1_genomic.fna	323.5793192	SiTVs
GCF_000406185.1_DDA2976_1.0_genomic.fna	321.1145446	SiTVs
GCF_000406185.1_DDA2976_1.0_genomic.fna	321.1145446	SiTVs
GCF_000380365.1_ASM38036v1_genomic.fna	319.0909657	SiTVs
GCF_000406105.1_DCH402_1.0_genomic.fna	320.3870507	SiTVs
GCF_000503845.1_ASM50384v1_genomic.fna	314.0875879	SiTVs
GCF_000473275.1_ASM47327v1_genomic.fna	315.9242285	SiTVs
GCF_000412165.1_PSSSMv1.0_genomic.fna	340.8984199	SiTVs
GCF_000597845.1_ASM59784v1_genomic.fna	308.6041621	SiTVs
GCF_000486365.2_ASM48636v2_genomic.fna	316.8007414	SiTVs
GCF_000486365.2_ASM48636v2_genomic.fna	316.8007414	SiTVs
GCF_000599685.1_ASM59968v1_genomic.fna	322.2038664	SiTVs
GCF_000494855.1_ASM49485v1_genomic.fna	339.2181192	SiTVs
GCF_000494855.1_ASM49485v1_genomic.fna	339.2181192	SiTVs
GCF_000365305.1_DDI453_v1.0_genomic.fna	324.1812048	SiTVs
GCF_000618005.3_ASM61800v3_genomic.fna	306.5925286	SiTVs
GCF_000487015.2_ASM48701v2_genomic.fna	312.0809105	SiTVs
GCF_000380335.1_ASM38033v1_genomic.fna	318.9590282	SiTVs
GCF_000430165.1_ASM43016v1_genomic.fna	313.7593834	SiTVs
GCF_000464435.1_ASM46443v1_genomic.fna	304.3739518	SiTVs
GCF_000486345.2_ASM48634v2_genomic.fna	310.7373803	SiTVs
GCF_000567905.1_ASM56790v1_genomic.fna	338.4515732	SiTVs
GCF_000568495.1_ASM56849v1_genomic.fna	318.8710498	SiTVs
GCF_000417225.2_ASM41722v2_genomic.fna	306.5560022	SiTVs
GCF_000400525.1_DZE3532_1.0_genomic.fna	324.6699752	SiTVs
GCF_000400525.1_DZE3532_1.0_genomic.fna	324.6699752	SiTVs
GCF_000348565.1_ASM34856v1_genomic.fna	321.5669474	SiTVs
GCF_000442415.1_ASM44241v1_genomic.fna	310.6879479	SiTVs
GCF_000442415.1_ASM44241v1_genomic.fna	310.6879479	SiTVs
GCF_000487035.2_ASM48703v2_genomic.fna	305.6342749	SiTVs
GCF_000487035.2_ASM48703v2_genomic.fna	305.6342749	SiTVs
GCF_000406265.1_DDA3537_1.0_genomic.fna	329.03192	SiTVs
GCF_000689415.1_PKB13_genomic.fna	315.3534691	SiTVs
GCF_000689415.1_PKB13_genomic.fna	315.3534691	SiTVs
GCF_000770395.1_ASM77039v1_genomic.fna	342.02476	SiTVs
GCF_000770155.1_ASM77015v1_genomic.fna	322.1645176	SiTVs
GCF_000763555.1_ASM76355v1_genomic.fna	342.3461218	SiTVs
GCF_000743995.1_ASM74399v1_genomic.fna	279.8444774	SiTVs
GCF_000786425.1_Vibrio_anguillarum_NB10_serovar_O1_genomic.fna	322.345742	SiTVs
GCF_000730345.1_ASM73034v1_genomic.fna	302.5351183	SiTVs
GCF_000770535.1_ASM77053v1_genomic.fna	341.5711189	SiTVs
GCF_000807425.2_ASM80742v4_genomic.fna	311.684304	SiTVs
GCF_000829415.1_ASM82941v1_genomic.fna	334.9673564	SiTVs
GCF_000770455.1_ASM77045v1_genomic.fna	341.2040714	SiTVs
GCF_000750555.1_ASM75055v1_genomic.fna	314.1319573	SiTVs
GCF_000750555.1_ASM75055v1_genomic.fna	314.1319573	SiTVs
GCF_000698265.1_ASM69826v1_genomic.fna	328.3235398	SiTVs
GCF_000800765.1_ASM80076v1_genomic.fna	312.9441315	SiTVs
GCF_000750225.1_ASM75022v1_genomic.fna	310.8599335	SiTVs
GCF_000757015.2_ASM75701v2_genomic.fna	344.2863197	SiTVs
GCF_000757015.2_ASM75701v2_genomic.fna	344.2863197	SiTVs
GCF_000770565.1_ASM77056v1_genomic.fna	334.3195626	SiTVs
GCF_000770565.1_ASM77056v1_genomic.fna	334.3195626	SiTVs
GCF_000770565.1_ASM77056v1_genomic.fna	334.3195626	SiTVs
GCF_000671295.1_ASM67129v1_genomic.fna	301.3584668	SiTVs
GCF_000671295.1_ASM67129v1_genomic.fna	301.3584668	SiTVs
GCF_000750905.1_PSE305_genomic.fna	321.4708969	SiTVs
GCF_000750905.1_PSE305_genomic.fna	321.4708969	SiTVs
GCF_000813165.1_ASM81316v1_genomic.fna	306.1642828	SiTVs
GCF_000829215.1_ASM82921v1_genomic.fna	327.3361392	SiTVs
GCF_000807405.2_ASM80740v4_genomic.fna	310.595792	SiTVs
GCF_000807405.2_ASM80740v4_genomic.fna	310.595792	SiTVs
GCF_000756085.1_ASM75608v1_genomic.fna	339.9991658	SiTVs
GCF_000764595.1_ASM76459v1_genomic.fna	334.6168842	SiTVs
GCF_000764595.1_ASM76459v1_genomic.fna	334.6168842	SiTVs
GCF_000764595.1_ASM76459v1_genomic.fna	334.6168842	SiTVs
GCF_000750315.1_ASM75031v1_genomic.fna	321.4052241	SiTVs
GCF_000784925.1_ASM78492v1_genomic.fna	309.0628322	SiTVs
GCF_000732965.1_ASM73296v1_genomic.fna	303.3309924	SiTVs
GCF_000814845.2_ASM81484v2_genomic.fna	334.3604304	SiTVs
GCF_000764575.1_ASM76457v1_genomic.fna	341.6341051	SiTVs
GCF_000756165.1_ASM75616v1_genomic.fna	339.1484348	SiTVs
GCF_000698715.2_ASM69871v2_genomic.fna	315.7476485	SiTVs
GCF_000829985.1_ASM82998v1_genomic.fna	314.214405	SiTVs
GCF_000829985.1_ASM82998v1_genomic.fna	314.214405	SiTVs
GCF_000829985.1_ASM82998v1_genomic.fna	314.214405	SiTVs
GCF_000724525.1_ASM72452v1_genomic.fna	314.6418265	SiTVs
GCF_000698295.1_ASM69829v1_genomic.fna	329.3112366	SiTVs
GCF_000742815.1_ASM74281v1_genomic.fna	305.0719965	SiTVs
GCF_000783955.2_ASM78395v2_genomic.fna	310.8378885	SiTVs
GCF_000783955.2_ASM78395v2_genomic.fna	310.8378885	SiTVs
GCF_000750355.1_ASM75035v1_genomic.fna	321.7486685	SiTVs
GCF_000770495.1_ASM77049v1_genomic.fna	339.8743412	SiTVs
GCF_000770495.1_ASM77049v1_genomic.fna	339.8743412	SiTVs
GCF_000808035.2_ASM80803v2_genomic.fna	332.8820146	SiTVs
GCF_000808035.2_ASM80803v2_genomic.fna	332.8820146	SiTVs
GCF_000698515.2_ASM69851v2_genomic.fna	314.3576888	SiTVs
GCF_000698515.2_ASM69851v2_genomic.fna	314.3576888	SiTVs
GCF_000755985.1_ASM75598v1_genomic.fna	326.2522551	SiTVs
GCF_000755985.1_ASM75598v1_genomic.fna	326.2522551	SiTVs
GCF_000833145.1_ASM83314v1_genomic.fna	313.187013	SiTVs
GCF_000833145.1_ASM83314v1_genomic.fna	313.187013	SiTVs
GCF_000833145.1_ASM83314v1_genomic.fna	313.187013	SiTVs
GCF_000757035.2_ASM75703v2_genomic.fna	341.077877	SiTVs
GCF_000807415.2_ASM80741v4_genomic.fna	314.9931713	SiTVs
GCF_000765435.1_ASM76543v1_genomic.fna	307.2997587	SiTVs
GCF_000814145.2_ASM81414v2_genomic.fna	308.1228648	SiTVs
GCF_000828775.1_ASM82877v1_genomic.fna	316.8348999	SiTVs
GCF_000828775.1_ASM82877v1_genomic.fna	316.8348999	SiTVs
GCF_000828775.1_ASM82877v1_genomic.fna	316.8348999	SiTVs
GCF_000765375.1_ASM76537v1_genomic.fna	337.8357943	SiTVs
GCF_000765375.1_ASM76537v1_genomic.fna	337.8357943	SiTVs
GCF_000743255.1_ASM74325v1_genomic.fna	313.9183209	SiTVs
GCF_000756005.1_ASM75600v1_genomic.fna	324.1511521	SiTVs
GCF_000801205.1_ASM80120v1_genomic.fna	313.5211659	SiTVs
GCF_000801205.1_ASM80120v1_genomic.fna	313.5211659	SiTVs
GCF_000830035.1_ASM83003v1_genomic.fna	312.7088311	SiTVs
GCF_000830035.1_ASM83003v1_genomic.fna	312.7088311	SiTVs
GCF_000756065.1_ASM75606v1_genomic.fna	341.5083845	SiTVs
GCF_000819645.1_ASM81964v1_genomic.fna	312.2727826	SiTVs
GCF_000800215.1_ASM80021v1_genomic.fna	312.9561033	SiTVs
GCF_000734975.2_ASM73497v2_genomic.fna	312.9796464	SiTVs
GCF_000756775.1_PRJEB6478_assembly_1_genomic.fna	321.7850249	SiTVs
GCF_000755825.1_ASM75582v1_genomic.fna	343.1903242	SiTVs
GCF_000783735.2_ASM78373v2_genomic.fna	276.594244	SiTVs
GCF_000783735.2_ASM78373v2_genomic.fna	276.594244	SiTVs
GCF_000725305.1_ASM72530v1_genomic.fna	314.095553	SiTVs
GCF_000765415.1_ASM76541v1_genomic.fna	324.9276506	SiTVs
