host	value	category
GCF_000017745.1_ASM1774v1_genomic.fna	31.00392578	SiTVs
GCF_000017745.1_ASM1774v1_genomic.fna	31.00392578	SiTVs
GCF_000017745.1_ASM1774v1_genomic.fna	31.00392578	SiTVs
GCF_000017745.1_ASM1774v1_genomic.fna	31.00392578	SiTVs
GCF_000019505.1_ASM1950v1_genomic.fna	30.54766173	SiTVs
GCF_000010745.1_ASM1074v1_genomic.fna	31.83383139	SiTVs
GCF_000012365.1_ASM1236v1_genomic.fna	32.66375062	SiTVs
GCF_000012365.1_ASM1236v1_genomic.fna	32.66375062	SiTVs
GCF_000012365.1_ASM1236v1_genomic.fna	32.66375062	SiTVs
GCF_000009285.1_ASM928v2_genomic.fna	32.17755017	SiTVs
GCF_000069785.1_ASM6978v1_genomic.fna	32.35598733	SiTVs
GCF_000012205.1_ASM1220v1_genomic.fna	26.0609569	SiTVs
GCF_000027025.1_ASM2702v1_genomic.fna	29.92951124	SiTVs
GCF_000016245.1_ASM1624v1_genomic.fna	31.40512075	SiTVs
GCF_000016245.1_ASM1624v1_genomic.fna	31.40512075	SiTVs
GCF_000016245.1_ASM1624v1_genomic.fna	31.40512075	SiTVs
GCF_000019645.1_ASM1964v1_genomic.fna	28.99923296	SiTVs
GCF_000019645.1_ASM1964v1_genomic.fna	28.99923296	SiTVs
GCF_000026325.1_ASM2632v2_genomic.fna	28.62353538	SiTVs
GCF_000022585.1_ASM2258v1_genomic.fna	30.99303775	SiTVs
GCF_000023365.1_ASM2336v1_genomic.fna	30.38021854	SiTVs
GCF_000023365.1_ASM2336v1_genomic.fna	30.38021854	SiTVs
GCF_000023025.1_ASM2302v1_genomic.fna	28.05068156	SiTVs
GCF_000023565.1_ASM2356v1_genomic.fna	30.59739315	SiTVs
GCF_000026345.1_ASM2634v1_genomic.fna	30.41025838	SiTVs
GCF_000026345.1_ASM2634v1_genomic.fna	30.41025838	SiTVs
GCF_000026305.1_ASM2630v1_genomic.fna	30.47457386	SiTVs
GCF_000021045.1_ASM2104v1_genomic.fna	33.56052564	SiTVs
GCF_000018765.1_ASM1876v1_genomic.fna	19.27389031	SiTVs
GCF_000022165.1_ASM2216v1_genomic.fna	30.1447603	SiTVs
GCF_000015905.1_ASM1590v1_genomic.fna	33.49878424	SiTVs
GCF_000015905.1_ASM1590v1_genomic.fna	33.49878424	SiTVs
GCF_000017985.1_ASM1798v1_genomic.fna	30.83330149	SiTVs
GCF_000017985.1_ASM1798v1_genomic.fna	30.83330149	SiTVs
GCF_000017985.1_ASM1798v1_genomic.fna	30.83330149	SiTVs
GCF_000023665.1_ASM2366v1_genomic.fna	30.51707237	SiTVs
GCF_000023665.1_ASM2366v1_genomic.fna	30.51707237	SiTVs
GCF_000016945.1_ASM1694v1_genomic.fna	26.11827628	SiTVs
GCF_000016945.1_ASM1694v1_genomic.fna	26.11827628	SiTVs
GCF_000020125.1_ASM2012v1_genomic.fna	27.54801346	SiTVs
GCF_000026545.1_ASM2654v1_genomic.fna	30.59175156	SiTVs
GCF_000012025.1_ASM1202v1_genomic.fna	31.24582933	SiTVs
GCF_000026265.1_ASM2626v1_genomic.fna	30.9900029	SiTVs
GCF_000007805.1_ASM780v1_genomic.fna	25.84810292	SiTVs
GCF_000009345.1_ASM934v1_genomic.fna	25.0071205	SiTVs
GCF_000016345.1_ASM1634v1_genomic.fna	28.33115293	SiTVs
GCF_000006945.2_ASM694v2_genomic.fna	29.66270501	SiTVs
GCF_000025165.1_ASM2516v1_genomic.fna	30.0108886	SiTVs
GCF_000006745.1_ASM674v1_genomic.fna	30.57350039	SiTVs
GCF_000021665.1_ASM2166v1_genomic.fna	20.19686238	SiTVs
GCF_000022225.1_ASM2222v1_genomic.fna	30.86992212	SiTVs
GCF_000026225.1_ASM2622v1_genomic.fna	30.53560765	SiTVs
GCF_000026225.1_ASM2622v1_genomic.fna	30.53560765	SiTVs
GCF_000026225.1_ASM2622v1_genomic.fna	30.53560765	SiTVs
GCF_000020185.1_ASM2018v1_genomic.fna	29.46892077	SiTVs
GCF_000020185.1_ASM2018v1_genomic.fna	29.46892077	SiTVs
GCF_000009565.1_ASM956v1_genomic.fna	30.82295367	SiTVs
GCF_000009565.1_ASM956v1_genomic.fna	30.82295367	SiTVs
GCF_000152285.1_ASM15228v1_genomic.fna	32.90249436	SiTVs
GCF_000152285.1_ASM15228v1_genomic.fna	32.90249436	SiTVs
GCF_000013585.1_ASM1358v1_genomic.fna	31.09123305	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	29.22133049	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	29.22133049	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	29.22133049	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	29.22133049	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	29.22133049	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	29.22133049	SiTVs
GCF_000210855.2_ASM21085v2_genomic.fna	30.17463057	SiTVs
GCF_000210855.2_ASM21085v2_genomic.fna	30.17463057	SiTVs
GCF_000259545.1_ASM25954v1_genomic.fna	31.50800042	SiTVs
GCF_000259545.1_ASM25954v1_genomic.fna	31.50800042	SiTVs
GCF_000259545.1_ASM25954v1_genomic.fna	31.50800042	SiTVs
GCF_000281895.1_ASM28189v1_genomic.fna	27.98056327	SiTVs
GCF_000188735.1_ASM18873v1_genomic.fna	30.16356526	SiTVs
GCF_000188735.1_ASM18873v1_genomic.fna	30.16356526	SiTVs
GCF_000283715.1_ASM28371v1_genomic.fna	28.52637384	SiTVs
GCF_000255915.1_ASM25591v1_genomic.fna	32.7581235	SiTVs
GCF_000255915.1_ASM25591v1_genomic.fna	32.7581235	SiTVs
GCF_000255915.1_ASM25591v1_genomic.fna	32.7581235	SiTVs
GCF_000240905.2_ASM24090v3_genomic.fna	29.82190798	SiTVs
GCF_000225565.1_ASM22556v1_genomic.fna	31.29410214	SiTVs
GCF_000225565.1_ASM22556v1_genomic.fna	31.29410214	SiTVs
GCF_000252875.1_ASM25287v1_genomic.fna	29.69835631	SiTVs
GCF_000252875.1_ASM25287v1_genomic.fna	29.69835631	SiTVs
GCF_000310085.1_ASM31008v1_genomic.fna	22.58273631	SiTVs
GCF_000271985.2_ASM27198v2_genomic.fna	33.89498981	SiTVs
GCF_000299475.1_ASM29947v1_genomic.fna	30.71517916	SiTVs
GCF_000299475.1_ASM29947v1_genomic.fna	30.71517916	SiTVs
GCF_000336425.1_ASM33642v1_genomic.fna	32.01811702	SiTVs
GCF_000282175.2_ASM28217v2_genomic.fna	26.17689951	SiTVs
GCF_000166535.2_ASM16653v3_genomic.fna	31.08313328	SiTVs
GCF_000223945.1_ASM22394v2_genomic.fna	33.9714866	SiTVs
GCF_000198775.1_ASM19877v1_genomic.fna	34.494991	SiTVs
GCF_000198775.1_ASM19877v1_genomic.fna	34.494991	SiTVs
GCF_000269645.1_PB_Esch_coli_MG12655_V1_genomic.fna	30.40763236	SiTVs
GCF_000269645.1_PB_Esch_coli_MG12655_V1_genomic.fna	30.40763236	SiTVs
GCF_000210475.1_ASM21047v1_genomic.fna	31.02056005	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	31.70989052	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	31.70989052	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	31.70989052	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	31.70989052	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	31.70989052	SiTVs
GCF_000241385.1_ASM24138v1_genomic.fna	29.25488688	SiTVs
GCF_000310105.2_ASM31010v2_genomic.fna	17.57397941	SiTVs
GCF_000238455.2_ASM23845v3_genomic.fna	29.27211704	SiTVs
GCF_000194805.1_ASM19480v1_genomic.fna	27.51754832	SiTVs
GCF_000214195.1_ASM21419v1_genomic.fna	30.00912272	SiTVs
GCF_000250855.1_ASM25085v1_genomic.fna	30.97407798	SiTVs
GCF_000219915.2_ASM21991v3_genomic.fna	30.09085879	SiTVs
GCF_000214235.1_ASM21423v1_genomic.fna	29.99934729	SiTVs
GCF_000331385.1_PSSB64v1.0_genomic.fna	25.74972635	SiTVs
GCF_000263715.2_ASM26371v2_genomic.fna	25.93366529	SiTVs
GCF_000314895.2_ASM31489v2_genomic.fna	28.93231295	SiTVs
GCF_000273425.1_Esch_coli_MG12655_V1_genomic.fna	30.40674575	SiTVs
GCF_000273425.1_Esch_coli_MG12655_V1_genomic.fna	30.40674575	SiTVs
GCF_000187705.1_ASM18770v1_genomic.fna	24.37139857	SiTVs
GCF_000187705.1_ASM18770v1_genomic.fna	24.37139857	SiTVs
GCF_000223965.1_ASM22396v2_genomic.fna	33.41247912	SiTVs
GCF_000214805.1_ASM21480v1_genomic.fna	29.99899703	SiTVs
GCF_000194745.1_ASM19474v1_genomic.fna	29.20193589	SiTVs
GCF_000194745.1_ASM19474v1_genomic.fna	29.20193589	SiTVs
GCF_000224675.1_ASM22467v1_genomic.fna	27.28861941	SiTVs
GCF_000284495.1_ASM28449v1_genomic.fna	29.98821417	SiTVs
GCF_000252955.1_ASM25295v1_genomic.fna	32.18754595	SiTVs
GCF_000226155.1_ASM22615v1_genomic.fna	33.89013821	SiTVs
GCF_000272715.4_ASM27271v4_genomic.fna	30.1598621	SiTVs
GCF_000272715.4_ASM27271v4_genomic.fna	30.1598621	SiTVs
GCF_000272815.2_ASM27281v2_genomic.fna	29.44881138	SiTVs
GCF_000325725.1_ASM32572v1_genomic.fna	29.94270803	SiTVs
GCF_000184185.1_ASM18418v1_genomic.fna	31.43918416	SiTVs
GCF_000186585.1_ASM18658v1_genomic.fna	27.03875864	SiTVs
GCF_000186585.1_ASM18658v1_genomic.fna	27.03875864	SiTVs
GCF_000213635.1_ASM21363v1_genomic.fna	29.88771782	SiTVs
GCF_000182585.2_ASM18258v2_genomic.fna	32.21926642	SiTVs
GCF_000191665.1_ecmda7_genomic.fna	31.26047643	SiTVs
GCF_000270105.1_ASM27010v1_genomic.fna	30.39744262	SiTVs
GCF_000270105.1_ASM27010v1_genomic.fna	30.39744262	SiTVs
GCF_000168335.1_ASM16833v1_genomic.fna	33.6432635	SiTVs
GCF_000285655.3_EC958.v1_genomic.fna	29.9536973	SiTVs
GCF_000275645.1_ASM27564v1_genomic.fna	31.26391058	SiTVs
GCF_000342305.2_vvyb1_bt3.5_genomic.fna	27.6811991	SiTVs
GCF_000342305.2_vvyb1_bt3.5_genomic.fna	27.6811991	SiTVs
GCF_000260515.1_ASM26051v1_genomic.fna	32.44740165	SiTVs
GCF_000193455.1_ASM19345v1_genomic.fna	32.56836892	SiTVs
GCF_000272895.2_ASM27289v3_genomic.fna	30.74524629	SiTVs
GCF_000272895.2_ASM27289v3_genomic.fna	30.74524629	SiTVs
GCF_000196095.1_ASM19609v1_genomic.fna	29.78784007	SiTVs
GCF_000196095.1_ASM19609v1_genomic.fna	29.78784007	SiTVs
GCF_000272755.4_ASM27275v4_genomic.fna	29.69752675	SiTVs
GCF_000272755.4_ASM27275v4_genomic.fna	29.69752675	SiTVs
GCF_000166455.1_ASM16645v2_genomic.fna	30.94734453	SiTVs
GCF_000258025.1_ASM25802v1_genomic.fna	29.56259519	SiTVs
GCF_000262695.1_ASM26269v1_genomic.fna	32.12459577	SiTVs
GCF_000230875.1_Salmonella_enterica_SARB27-2.0_genomic.fna	29.92003116	SiTVs
GCF_000187565.1_ASM18756v1_genomic.fna	29.7136711	SiTVs
GCF_000252995.1_ASM25299v1_genomic.fna	30.31613705	SiTVs
GCF_000267545.1_ASM26754v1_genomic.fna	29.9512612	SiTVs
GCF_000267545.1_ASM26754v1_genomic.fna	29.9512612	SiTVs
GCF_000341425.1_ASM34142v1_genomic.fna	29.78131173	SiTVs
GCF_000284555.1_ASM28455v1_genomic.fna	34.25546672	SiTVs
GCF_000284555.1_ASM28455v1_genomic.fna	34.25546672	SiTVs
GCF_000195995.1_ASM19599v1_genomic.fna	29.89990919	SiTVs
GCF_000272775.4_ASM27277v4_genomic.fna	30.38430691	SiTVs
GCF_000272775.4_ASM27277v4_genomic.fna	30.38430691	SiTVs
GCF_000253175.1_ASM25317v1_genomic.fna	25.83272051	SiTVs
GCF_000253175.1_ASM25317v1_genomic.fna	25.83272051	SiTVs
GCF_000272735.4_ASM27273v4_genomic.fna	30.32649725	SiTVs
GCF_000272735.4_ASM27273v4_genomic.fna	30.32649725	SiTVs
GCF_000258145.1_ASM25814v1_genomic.fna	31.40861631	SiTVs
GCF_000286275.1_ASM28627v1_genomic.fna	29.38066307	SiTVs
GCF_000338075.1_G4222_chroI_and_II_genomic.fna	30.67439779	SiTVs
GCF_000227625.1_ASM22762v1_genomic.fna	30.05309715	SiTVs
GCF_000227625.1_ASM22762v1_genomic.fna	30.05309715	SiTVs
GCF_000227625.1_ASM22762v1_genomic.fna	30.05309715	SiTVs
GCF_000299455.1_ASM29945v1_genomic.fna	30.87972062	SiTVs
GCF_000299255.1_ASM29925v1_genomic.fna	30.51854684	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	31.96676007	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	31.96676007	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	31.96676007	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	31.96676007	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	31.96676007	SiTVs
GCF_000245535.1_ASM24553v1_genomic.fna	30.05201231	SiTVs
GCF_000406205.1_DXX3274_1.0_genomic.fna	32.27600115	SiTVs
GCF_000487935.2_ASM48793v2_genomic.fna	29.682388	SiTVs
GCF_000567925.1_ASM56792v1_genomic.fna	32.5301321	SiTVs
GCF_000567925.1_ASM56792v1_genomic.fna	32.5301321	SiTVs
GCF_000567925.1_ASM56792v1_genomic.fna	32.5301321	SiTVs
GCF_000511285.2_ASM51128v2_genomic.fna	30.49670927	SiTVs
GCF_000511895.1_ASM51189v1_genomic.fna	32.35794329	SiTVs
GCF_000430405.1_ASM43040v1_genomic.fna	30.13792596	SiTVs
GCF_000430405.1_ASM43040v1_genomic.fna	30.13792596	SiTVs
GCF_000597945.1_ASM59794v2_genomic.fna	26.45059016	SiTVs
GCF_000410515.1_ASM41051v1_genomic.fna	30.43306507	SiTVs
GCF_000468515.1_ASM46851v1_genomic.fna	30.16446925	SiTVs
GCF_000493535.2_DT2_genomic.fna	29.94530353	SiTVs
GCF_000504545.1_ASM50454v1_genomic.fna	30.39551408	SiTVs
GCF_000452445.2_ASM45244v3_genomic.fna	25.16357908	SiTVs
GCF_000583835.1_ASM58383v1_genomic.fna	33.16198542	SiTVs
GCF_000583835.1_ASM58383v1_genomic.fna	33.16198542	SiTVs
GCF_000499485.1_MYMC4100_genomic.fna	30.35925321	SiTVs
GCF_000486915.2_ASM48691v2_genomic.fna	30.19848971	SiTVs
GCF_000487215.2_ASM48721v2_genomic.fna	30.57241133	SiTVs
GCF_000487215.2_ASM48721v2_genomic.fna	30.57241133	SiTVs
GCF_000385905.1_ASM38590v1_genomic.fna	29.99530059	SiTVs
GCF_000511325.1_ASM51132v1_genomic.fna	29.79111435	SiTVs
GCF_000439575.1_ASM43957v1_genomic.fna	22.76526378	SiTVs
GCF_000599665.1_ASM59966v1_genomic.fna	28.7642107	SiTVs
GCF_000439695.1_ASM43969v1_genomic.fna	33.90666828	SiTVs
GCF_000439695.1_ASM43969v1_genomic.fna	33.90666828	SiTVs
GCF_000452585.2_ASM45258v3_genomic.fna	25.830663	SiTVs
GCF_000439415.2_ASM43941v2_genomic.fna	29.56853045	SiTVs
GCF_000439415.2_ASM43941v2_genomic.fna	29.56853045	SiTVs
GCF_000520035.1_ASM52003v1_genomic.fna	30.86655384	SiTVs
GCF_000520035.1_ASM52003v1_genomic.fna	30.86655384	SiTVs
GCF_000494915.1_ASM49491v1_genomic.fna	30.82824643	SiTVs
GCF_000452525.3_ASM45252v4_genomic.fna	25.80340549	SiTVs
GCF_000439255.1_ASM43925v1_genomic.fna	30.79212278	SiTVs
GCF_000498395.2_ASM49839v3_genomic.fna	28.86931996	SiTVs
GCF_000354175.2_ASM35417v2_genomic.fna	29.27536376	SiTVs
GCF_000430145.2_ASM43014v3_genomic.fna	30.61616447	SiTVs
GCF_000512395.1_ASM51239v1_genomic.fna	31.49300276	SiTVs
GCF_000510305.1_ASM51030v1_genomic.fna	33.78216773	SiTVs
GCF_000510305.1_ASM51030v1_genomic.fna	33.78216773	SiTVs
GCF_000406185.1_DDA2976_1.0_genomic.fna	31.46817064	SiTVs
GCF_000406185.1_DDA2976_1.0_genomic.fna	31.46817064	SiTVs
GCF_000380365.1_ASM38036v1_genomic.fna	33.42225868	SiTVs
GCF_000406105.1_DCH402_1.0_genomic.fna	31.02127575	SiTVs
GCF_000503845.1_ASM50384v1_genomic.fna	29.8521015	SiTVs
GCF_000473275.1_ASM47327v1_genomic.fna	29.65511016	SiTVs
GCF_000412165.1_PSSSMv1.0_genomic.fna	26.50650656	SiTVs
GCF_000597845.1_ASM59784v1_genomic.fna	30.96686511	SiTVs
GCF_000486365.2_ASM48636v2_genomic.fna	29.67697338	SiTVs
GCF_000486365.2_ASM48636v2_genomic.fna	29.67697338	SiTVs
GCF_000599685.1_ASM59968v1_genomic.fna	29.34637037	SiTVs
GCF_000494855.1_ASM49485v1_genomic.fna	32.82209647	SiTVs
GCF_000494855.1_ASM49485v1_genomic.fna	32.82209647	SiTVs
GCF_000365305.1_DDI453_v1.0_genomic.fna	31.58980515	SiTVs
GCF_000618005.3_ASM61800v3_genomic.fna	31.3192839	SiTVs
GCF_000487015.2_ASM48701v2_genomic.fna	29.94064702	SiTVs
GCF_000380335.1_ASM38033v1_genomic.fna	33.57190383	SiTVs
GCF_000430165.1_ASM43016v1_genomic.fna	30.031726	SiTVs
GCF_000464435.1_ASM46443v1_genomic.fna	29.43716237	SiTVs
GCF_000486345.2_ASM48634v2_genomic.fna	29.90393713	SiTVs
GCF_000567905.1_ASM56790v1_genomic.fna	32.09809495	SiTVs
GCF_000568495.1_ASM56849v1_genomic.fna	29.7892273	SiTVs
GCF_000417225.2_ASM41722v2_genomic.fna	32.39401167	SiTVs
GCF_000400525.1_DZE3532_1.0_genomic.fna	30.28008802	SiTVs
GCF_000400525.1_DZE3532_1.0_genomic.fna	30.28008802	SiTVs
GCF_000348565.1_ASM34856v1_genomic.fna	31.8865204	SiTVs
GCF_000442415.1_ASM44241v1_genomic.fna	29.86760697	SiTVs
GCF_000442415.1_ASM44241v1_genomic.fna	29.86760697	SiTVs
GCF_000487035.2_ASM48703v2_genomic.fna	30.31359542	SiTVs
GCF_000487035.2_ASM48703v2_genomic.fna	30.31359542	SiTVs
GCF_000406265.1_DDA3537_1.0_genomic.fna	30.92502134	SiTVs
GCF_000689415.1_PKB13_genomic.fna	32.58258175	SiTVs
GCF_000689415.1_PKB13_genomic.fna	32.58258175	SiTVs
GCF_000770395.1_ASM77039v1_genomic.fna	33.23543407	SiTVs
GCF_000770155.1_ASM77015v1_genomic.fna	28.42548946	SiTVs
GCF_000763555.1_ASM76355v1_genomic.fna	32.56189244	SiTVs
GCF_000743995.1_ASM74399v1_genomic.fna	30.34763143	SiTVs
GCF_000786425.1_Vibrio_anguillarum_NB10_serovar_O1_genomic.fna	27.805703	SiTVs
GCF_000730345.1_ASM73034v1_genomic.fna	30.83985848	SiTVs
GCF_000770535.1_ASM77053v1_genomic.fna	33.13432368	SiTVs
GCF_000807425.2_ASM80742v4_genomic.fna	29.94142729	SiTVs
GCF_000829415.1_ASM82941v1_genomic.fna	27.02227313	SiTVs
GCF_000770455.1_ASM77045v1_genomic.fna	32.7329187	SiTVs
GCF_000750555.1_ASM75055v1_genomic.fna	30.38462937	SiTVs
GCF_000750555.1_ASM75055v1_genomic.fna	30.38462937	SiTVs
GCF_000698265.1_ASM69826v1_genomic.fna	25.47415752	SiTVs
GCF_000800765.1_ASM80076v1_genomic.fna	30.1238005	SiTVs
GCF_000750225.1_ASM75022v1_genomic.fna	30.06069857	SiTVs
GCF_000757015.2_ASM75701v2_genomic.fna	33.46655038	SiTVs
GCF_000757015.2_ASM75701v2_genomic.fna	33.46655038	SiTVs
GCF_000770565.1_ASM77056v1_genomic.fna	32.66746923	SiTVs
GCF_000770565.1_ASM77056v1_genomic.fna	32.66746923	SiTVs
GCF_000770565.1_ASM77056v1_genomic.fna	32.66746923	SiTVs
GCF_000671295.1_ASM67129v1_genomic.fna	30.8708591	SiTVs
GCF_000671295.1_ASM67129v1_genomic.fna	30.8708591	SiTVs
GCF_000750905.1_PSE305_genomic.fna	33.10996988	SiTVs
GCF_000750905.1_PSE305_genomic.fna	33.10996988	SiTVs
GCF_000813165.1_ASM81316v1_genomic.fna	30.36673442	SiTVs
GCF_000829215.1_ASM82921v1_genomic.fna	30.94733646	SiTVs
GCF_000807405.2_ASM80740v4_genomic.fna	30.65117921	SiTVs
GCF_000807405.2_ASM80740v4_genomic.fna	30.65117921	SiTVs
GCF_000756085.1_ASM75608v1_genomic.fna	32.41170256	SiTVs
GCF_000764595.1_ASM76459v1_genomic.fna	32.71303854	SiTVs
GCF_000764595.1_ASM76459v1_genomic.fna	32.71303854	SiTVs
GCF_000764595.1_ASM76459v1_genomic.fna	32.71303854	SiTVs
GCF_000750315.1_ASM75031v1_genomic.fna	26.53909364	SiTVs
GCF_000784925.1_ASM78492v1_genomic.fna	29.61335209	SiTVs
GCF_000732965.1_ASM73296v1_genomic.fna	30.75565155	SiTVs
GCF_000814845.2_ASM81484v2_genomic.fna	27.63321377	SiTVs
GCF_000764575.1_ASM76457v1_genomic.fna	32.81683871	SiTVs
GCF_000756165.1_ASM75616v1_genomic.fna	31.25173444	SiTVs
GCF_000698715.2_ASM69871v2_genomic.fna	29.41019251	SiTVs
GCF_000829985.1_ASM82998v1_genomic.fna	29.75568538	SiTVs
GCF_000829985.1_ASM82998v1_genomic.fna	29.75568538	SiTVs
GCF_000829985.1_ASM82998v1_genomic.fna	29.75568538	SiTVs
GCF_000724525.1_ASM72452v1_genomic.fna	30.10989792	SiTVs
GCF_000698295.1_ASM69829v1_genomic.fna	25.69096452	SiTVs
GCF_000742815.1_ASM74281v1_genomic.fna	29.80438337	SiTVs
GCF_000783955.2_ASM78395v2_genomic.fna	30.19439746	SiTVs
GCF_000783955.2_ASM78395v2_genomic.fna	30.19439746	SiTVs
GCF_000750355.1_ASM75035v1_genomic.fna	23.9088159	SiTVs
GCF_000770495.1_ASM77049v1_genomic.fna	32.5012793	SiTVs
GCF_000770495.1_ASM77049v1_genomic.fna	32.5012793	SiTVs
GCF_000808035.2_ASM80803v2_genomic.fna	31.98843319	SiTVs
GCF_000808035.2_ASM80803v2_genomic.fna	31.98843319	SiTVs
GCF_000698515.2_ASM69851v2_genomic.fna	29.4719157	SiTVs
GCF_000698515.2_ASM69851v2_genomic.fna	29.4719157	SiTVs
GCF_000755985.1_ASM75598v1_genomic.fna	33.08789703	SiTVs
GCF_000755985.1_ASM75598v1_genomic.fna	33.08789703	SiTVs
GCF_000833145.1_ASM83314v1_genomic.fna	30.8539498	SiTVs
GCF_000833145.1_ASM83314v1_genomic.fna	30.8539498	SiTVs
GCF_000833145.1_ASM83314v1_genomic.fna	30.8539498	SiTVs
GCF_000757035.2_ASM75703v2_genomic.fna	32.27023891	SiTVs
GCF_000807415.2_ASM80741v4_genomic.fna	28.80620129	SiTVs
GCF_000765435.1_ASM76543v1_genomic.fna	31.17758564	SiTVs
GCF_000814145.2_ASM81414v2_genomic.fna	30.70815404	SiTVs
GCF_000828775.1_ASM82877v1_genomic.fna	32.08988027	SiTVs
GCF_000828775.1_ASM82877v1_genomic.fna	32.08988027	SiTVs
GCF_000828775.1_ASM82877v1_genomic.fna	32.08988027	SiTVs
GCF_000765375.1_ASM76537v1_genomic.fna	32.51324273	SiTVs
GCF_000765375.1_ASM76537v1_genomic.fna	32.51324273	SiTVs
GCF_000743255.1_ASM74325v1_genomic.fna	28.5925399	SiTVs
GCF_000756005.1_ASM75600v1_genomic.fna	33.0481857	SiTVs
GCF_000801205.1_ASM80120v1_genomic.fna	30.44653622	SiTVs
GCF_000801205.1_ASM80120v1_genomic.fna	30.44653622	SiTVs
GCF_000830035.1_ASM83003v1_genomic.fna	30.79998397	SiTVs
GCF_000830035.1_ASM83003v1_genomic.fna	30.79998397	SiTVs
GCF_000756065.1_ASM75606v1_genomic.fna	32.53708317	SiTVs
GCF_000819645.1_ASM81964v1_genomic.fna	30.18219285	SiTVs
GCF_000800215.1_ASM80021v1_genomic.fna	30.12245097	SiTVs
GCF_000734975.2_ASM73497v2_genomic.fna	30.33330714	SiTVs
GCF_000756775.1_PRJEB6478_assembly_1_genomic.fna	31.45854985	SiTVs
GCF_000755825.1_ASM75582v1_genomic.fna	32.87245518	SiTVs
GCF_000783735.2_ASM78373v2_genomic.fna	29.61246143	SiTVs
GCF_000783735.2_ASM78373v2_genomic.fna	29.61246143	SiTVs
GCF_000725305.1_ASM72530v1_genomic.fna	30.09595733	SiTVs
