host	value	type
GCF_000025165.1_ASM2516v1_genomic.fna	0.942712	SiTVs
GCF_000006745.1_ASM674v1_genomic.fna	0.892285	SiTVs
GCF_000021665.1_ASM2166v1_genomic.fna	0.846632	SiTVs
GCF_000022225.1_ASM2222v1_genomic.fna	0.965188	SiTVs
GCF_000026225.1_ASM2622v1_genomic.fna	0.9266	SiTVs
GCF_000026225.1_ASM2622v1_genomic.fna	0.9266	SiTVs
GCF_000026225.1_ASM2622v1_genomic.fna	0.9266	SiTVs
GCF_000020185.1_ASM2018v1_genomic.fna	1.052586	SiTVs
GCF_000020185.1_ASM2018v1_genomic.fna	1.052586	SiTVs
GCF_000009565.1_ASM956v1_genomic.fna	0.937278	SiTVs
GCF_000009565.1_ASM956v1_genomic.fna	0.937278	SiTVs
GCF_000152285.1_ASM15228v1_genomic.fna	0.846508	SiTVs
GCF_000152285.1_ASM15228v1_genomic.fna	0.846508	SiTVs
GCF_000013585.1_ASM1358v1_genomic.fna	1.014366	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	1.210716	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	1.210716	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	1.210716	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	1.210716	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	1.210716	SiTVs
GCF_000010085.1_ASM1008v1_genomic.fna	1.210716	SiTVs
GCF_000210855.2_ASM21085v2_genomic.fna	0.93992	SiTVs
GCF_000210855.2_ASM21085v2_genomic.fna	0.93992	SiTVs
GCF_000259545.1_ASM25954v1_genomic.fna	0.942759	SiTVs
GCF_000259545.1_ASM25954v1_genomic.fna	0.942759	SiTVs
GCF_000259545.1_ASM25954v1_genomic.fna	0.942759	SiTVs
GCF_000281895.1_ASM28189v1_genomic.fna	0.894763	SiTVs
GCF_000188735.1_ASM18873v1_genomic.fna	0.939723	SiTVs
GCF_000188735.1_ASM18873v1_genomic.fna	0.939723	SiTVs
GCF_000283715.1_ASM28371v1_genomic.fna	1.032857	SiTVs
GCF_000255915.1_ASM25591v1_genomic.fna	0.948256	SiTVs
GCF_000255915.1_ASM25591v1_genomic.fna	0.948256	SiTVs
GCF_000255915.1_ASM25591v1_genomic.fna	0.948256	SiTVs
GCF_000240905.2_ASM24090v3_genomic.fna	0.931376	SiTVs
GCF_000225565.1_ASM22556v1_genomic.fna	0.908011	SiTVs
GCF_000225565.1_ASM22556v1_genomic.fna	0.908011	SiTVs
GCF_000252875.1_ASM25287v1_genomic.fna	0.942437	SiTVs
GCF_000252875.1_ASM25287v1_genomic.fna	0.942437	SiTVs
GCF_000310085.1_ASM31008v1_genomic.fna	0.873841	SiTVs
GCF_000271985.2_ASM27198v2_genomic.fna	0.909378	SiTVs
GCF_000299475.1_ASM29947v1_genomic.fna	0.947918	SiTVs
GCF_000299475.1_ASM29947v1_genomic.fna	0.947918	SiTVs
GCF_000336425.1_ASM33642v1_genomic.fna	0.936564	SiTVs
GCF_000282175.2_ASM28217v2_genomic.fna	0.884108	SiTVs
GCF_000166535.2_ASM16653v3_genomic.fna	0.959664	SiTVs
GCF_000223945.1_ASM22394v2_genomic.fna	0.928672	SiTVs
GCF_000198775.1_ASM19877v1_genomic.fna	0.888767	SiTVs
GCF_000198775.1_ASM19877v1_genomic.fna	0.888767	SiTVs
GCF_000269645.1_PB_Esch_coli_MG12655_V1_genomic.fna	0.929301	SiTVs
GCF_000269645.1_PB_Esch_coli_MG12655_V1_genomic.fna	0.929301	SiTVs
GCF_000210475.1_ASM21047v1_genomic.fna	0.95984	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	0.991606	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	0.991606	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	0.991606	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	0.991606	SiTVs
GCF_000220005.1_ASM22000v2_genomic.fna	0.991606	SiTVs
GCF_000241385.1_ASM24138v1_genomic.fna	0.881224	SiTVs
GCF_000310105.2_ASM31010v2_genomic.fna	0.861243	SiTVs
GCF_000238455.2_ASM23845v3_genomic.fna	0.934859	SiTVs
GCF_000194805.1_ASM19480v1_genomic.fna	0.891097	SiTVs
GCF_000214195.1_ASM21419v1_genomic.fna	0.918793	SiTVs
GCF_000250855.1_ASM25085v1_genomic.fna	0.887345	SiTVs
GCF_000219915.2_ASM21991v3_genomic.fna	1.106721	SiTVs
GCF_000214235.1_ASM21423v1_genomic.fna	0.918999	SiTVs
GCF_000331385.1_PSSB64v1.0_genomic.fna	0.85244	SiTVs
GCF_000263715.2_ASM26371v2_genomic.fna	0.890513	SiTVs
GCF_000314895.2_ASM31489v2_genomic.fna	0.854182	SiTVs
GCF_000273425.1_Esch_coli_MG12655_V1_genomic.fna	0.929301	SiTVs
GCF_000273425.1_Esch_coli_MG12655_V1_genomic.fna	0.929301	SiTVs
GCF_000187705.1_ASM18770v1_genomic.fna	0.917843	SiTVs
GCF_000187705.1_ASM18770v1_genomic.fna	0.917843	SiTVs
GCF_000223965.1_ASM22396v2_genomic.fna	0.927788	SiTVs
GCF_000214805.1_ASM21480v1_genomic.fna	0.918687	SiTVs
GCF_000194745.1_ASM19474v1_genomic.fna	0.870608	SiTVs
GCF_000194745.1_ASM19474v1_genomic.fna	0.870608	SiTVs
GCF_000224675.1_ASM22467v1_genomic.fna	0.930542	SiTVs
GCF_000284495.1_ASM28449v1_genomic.fna	0.925602	SiTVs
GCF_000252955.1_ASM25295v1_genomic.fna	0.899537	SiTVs
GCF_000226155.1_ASM22615v1_genomic.fna	0.918651	SiTVs
GCF_000272715.4_ASM27271v4_genomic.fna	0.939034	SiTVs
GCF_000272715.4_ASM27271v4_genomic.fna	0.939034	SiTVs
GCF_000272815.2_ASM27281v2_genomic.fna	0.924968	SiTVs
GCF_000325725.1_ASM32572v1_genomic.fna	0.922078	SiTVs
GCF_000184185.1_ASM18418v1_genomic.fna	0.938536	SiTVs
GCF_000186585.1_ASM18658v1_genomic.fna	0.881031	SiTVs
GCF_000186585.1_ASM18658v1_genomic.fna	0.881031	SiTVs
GCF_000213635.1_ASM21363v1_genomic.fna	0.931147	SiTVs
GCF_000182585.2_ASM18258v2_genomic.fna	0.82488	SiTVs
GCF_000191665.1_ecmda7_genomic.fna	0.946136	SiTVs
GCF_000270105.1_ASM27010v1_genomic.fna	0.930448	SiTVs
GCF_000270105.1_ASM27010v1_genomic.fna	0.930448	SiTVs
GCF_000168335.1_ASM16833v1_genomic.fna	0.918609	SiTVs
GCF_000285655.3_EC958.v1_genomic.fna	0.937622	SiTVs
GCF_000275645.1_ASM27564v1_genomic.fna	0.885298	SiTVs
GCF_000342305.2_vvyb1_bt3.5_genomic.fna	0.914611	SiTVs
GCF_000342305.2_vvyb1_bt3.5_genomic.fna	0.914611	SiTVs
GCF_000260515.1_ASM26051v1_genomic.fna	0.82833	SiTVs
GCF_000193455.1_ASM19345v1_genomic.fna	0.8266	SiTVs
GCF_000272895.2_ASM27289v3_genomic.fna	0.948606	SiTVs
GCF_000272895.2_ASM27289v3_genomic.fna	0.948606	SiTVs
GCF_000196095.1_ASM19609v1_genomic.fna	0.886025	SiTVs
GCF_000196095.1_ASM19609v1_genomic.fna	0.886025	SiTVs
GCF_000272755.4_ASM27275v4_genomic.fna	0.946484	SiTVs
GCF_000272755.4_ASM27275v4_genomic.fna	0.946484	SiTVs
GCF_000166455.1_ASM16645v2_genomic.fna	0.882842	SiTVs
GCF_000258025.1_ASM25802v1_genomic.fna	0.930344	SiTVs
GCF_000262695.1_ASM26269v1_genomic.fna	0.876181	SiTVs
GCF_000230875.1_Salmonella_enterica_SARB27-2.0_genomic.fna	0.927365	SiTVs
GCF_000187565.1_ASM18756v1_genomic.fna	0.955962	SiTVs
GCF_000252995.1_ASM25299v1_genomic.fna	0.907154	SiTVs
GCF_000267545.1_ASM26754v1_genomic.fna	0.922901	SiTVs
GCF_000267545.1_ASM26754v1_genomic.fna	0.922901	SiTVs
GCF_000341425.1_ASM34142v1_genomic.fna	0.941764	SiTVs
GCF_000284555.1_ASM28455v1_genomic.fna	0.925397	SiTVs
GCF_000284555.1_ASM28455v1_genomic.fna	0.925397	SiTVs
GCF_000195995.1_ASM19599v1_genomic.fna	0.979603	SiTVs
GCF_000272775.4_ASM27277v4_genomic.fna	0.946879	SiTVs
GCF_000272775.4_ASM27277v4_genomic.fna	0.946879	SiTVs
GCF_000253175.1_ASM25317v1_genomic.fna	0.914421	SiTVs
GCF_000253175.1_ASM25317v1_genomic.fna	0.914421	SiTVs
GCF_000272735.4_ASM27273v4_genomic.fna	0.940394	SiTVs
GCF_000272735.4_ASM27273v4_genomic.fna	0.940394	SiTVs
GCF_000258145.1_ASM25814v1_genomic.fna	0.937398	SiTVs
GCF_000286275.1_ASM28627v1_genomic.fna	0.934502	SiTVs
GCF_000338075.1_G4222_chroI_and_II_genomic.fna	0.888929	SiTVs
GCF_000227625.1_ASM22762v1_genomic.fna	0.954501	SiTVs
GCF_000227625.1_ASM22762v1_genomic.fna	0.954501	SiTVs
GCF_000227625.1_ASM22762v1_genomic.fna	0.954501	SiTVs
GCF_000299455.1_ASM29945v1_genomic.fna	0.946223	SiTVs
GCF_000299255.1_ASM29925v1_genomic.fna	0.948664	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	0.982748	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	0.982748	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	0.982748	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	0.982748	SiTVs
GCF_000212715.2_ASM21271v2_genomic.fna	0.982748	SiTVs
GCF_000245535.1_ASM24553v1_genomic.fna	0.966709	SiTVs
GCF_000406205.1_DXX3274_1.0_genomic.fna	0.879372	SiTVs
GCF_000487935.2_ASM48793v2_genomic.fna	0.961204	SiTVs
GCF_000567925.1_ASM56792v1_genomic.fna	0.845201	SiTVs
GCF_000567925.1_ASM56792v1_genomic.fna	0.845201	SiTVs
GCF_000567925.1_ASM56792v1_genomic.fna	0.845201	SiTVs
GCF_000511285.2_ASM51128v2_genomic.fna	0.851605	SiTVs
GCF_000511895.1_ASM51189v1_genomic.fna	0.831376	SiTVs
GCF_000430405.1_ASM43040v1_genomic.fna	0.897472	SiTVs
GCF_000430405.1_ASM43040v1_genomic.fna	0.897472	SiTVs
GCF_000597945.1_ASM59794v2_genomic.fna	0.949107	SiTVs
GCF_000410515.1_ASM41051v1_genomic.fna	0.933263	SiTVs
GCF_000468515.1_ASM46851v1_genomic.fna	0.931218	SiTVs
GCF_000493535.2_DT2_genomic.fna	0.934677	SiTVs
GCF_000504545.1_ASM50454v1_genomic.fna	0.942555	SiTVs
GCF_000452445.2_ASM45244v3_genomic.fna	0.881024	SiTVs
GCF_000583835.1_ASM58383v1_genomic.fna	0.829608	SiTVs
GCF_000583835.1_ASM58383v1_genomic.fna	0.829608	SiTVs
GCF_000499485.1_MYMC4100_genomic.fna	0.930809	SiTVs
GCF_000486915.2_ASM48691v2_genomic.fna	0.932687	SiTVs
GCF_000487215.2_ASM48721v2_genomic.fna	0.936398	SiTVs
GCF_000487215.2_ASM48721v2_genomic.fna	0.936398	SiTVs
GCF_000385905.1_ASM38590v1_genomic.fna	0.963281	SiTVs
GCF_000511325.1_ASM51132v1_genomic.fna	0.872471	SiTVs
GCF_000439575.1_ASM43957v1_genomic.fna	0.875567	SiTVs
GCF_000599665.1_ASM59966v1_genomic.fna	0.911266	SiTVs
GCF_000439695.1_ASM43969v1_genomic.fna	0.826594	SiTVs
GCF_000439695.1_ASM43969v1_genomic.fna	0.826594	SiTVs
GCF_000452585.2_ASM45258v3_genomic.fna	0.857125	SiTVs
GCF_000439415.2_ASM43941v2_genomic.fna	0.925393	SiTVs
GCF_000439415.2_ASM43941v2_genomic.fna	0.925393	SiTVs
GCF_000520035.1_ASM52003v1_genomic.fna	0.968924	SiTVs
GCF_000520035.1_ASM52003v1_genomic.fna	0.968924	SiTVs
GCF_000494915.1_ASM49491v1_genomic.fna	0.936439	SiTVs
GCF_000452525.3_ASM45252v4_genomic.fna	0.856803	SiTVs
GCF_000439255.1_ASM43925v1_genomic.fna	0.934318	SiTVs
GCF_000498395.2_ASM49839v3_genomic.fna	0.890537	SiTVs
GCF_000354175.2_ASM35417v2_genomic.fna	0.884655	SiTVs
GCF_000430145.2_ASM43014v3_genomic.fna	0.939829	SiTVs
GCF_000512395.1_ASM51239v1_genomic.fna	0.919103	SiTVs
GCF_000510305.1_ASM51030v1_genomic.fna	0.926071	SiTVs
GCF_000510305.1_ASM51030v1_genomic.fna	0.926071	SiTVs
GCF_000406185.1_DDA2976_1.0_genomic.fna	0.893404	SiTVs
GCF_000406185.1_DDA2976_1.0_genomic.fna	0.893404	SiTVs
GCF_000380365.1_ASM38036v1_genomic.fna	0.904529	SiTVs
GCF_000406105.1_DCH402_1.0_genomic.fna	0.893763	SiTVs
GCF_000503845.1_ASM50384v1_genomic.fna	0.925288	SiTVs
GCF_000473275.1_ASM47327v1_genomic.fna	0.922329	SiTVs
GCF_000412165.1_PSSSMv1.0_genomic.fna	0.868046	SiTVs
GCF_000597845.1_ASM59784v1_genomic.fna	0.949223	SiTVs
GCF_000486365.2_ASM48636v2_genomic.fna	0.920171	SiTVs
GCF_000486365.2_ASM48636v2_genomic.fna	0.920171	SiTVs
GCF_000599685.1_ASM59968v1_genomic.fna	0.910599	SiTVs
GCF_000494855.1_ASM49485v1_genomic.fna	0.830431	SiTVs
GCF_000494855.1_ASM49485v1_genomic.fna	0.830431	SiTVs
GCF_000365305.1_DDI453_v1.0_genomic.fna	0.887499	SiTVs
GCF_000618005.3_ASM61800v3_genomic.fna	0.948572	SiTVs
GCF_000487015.2_ASM48701v2_genomic.fna	0.932924	SiTVs
GCF_000380335.1_ASM38033v1_genomic.fna	0.905081	SiTVs
GCF_000430165.1_ASM43016v1_genomic.fna	0.928209	SiTVs
GCF_000464435.1_ASM46443v1_genomic.fna	0.929237	SiTVs
GCF_000486345.2_ASM48634v2_genomic.fna	0.935357	SiTVs
GCF_000567905.1_ASM56790v1_genomic.fna	0.840527	SiTVs
GCF_000568495.1_ASM56849v1_genomic.fna	0.901087	SiTVs
GCF_000417225.2_ASM41722v2_genomic.fna	0.958378	SiTVs
GCF_000400525.1_DZE3532_1.0_genomic.fna	0.884342	SiTVs
GCF_000400525.1_DZE3532_1.0_genomic.fna	0.884342	SiTVs
GCF_000348565.1_ASM34856v1_genomic.fna	0.892653	SiTVs
GCF_000442415.1_ASM44241v1_genomic.fna	0.936745	SiTVs
GCF_000442415.1_ASM44241v1_genomic.fna	0.936745	SiTVs
GCF_000487035.2_ASM48703v2_genomic.fna	0.953986	SiTVs
GCF_000487035.2_ASM48703v2_genomic.fna	0.953986	SiTVs
GCF_000406265.1_DDA3537_1.0_genomic.fna	0.873047	SiTVs
GCF_000689415.1_PKB13_genomic.fna	0.940141	SiTVs
GCF_000689415.1_PKB13_genomic.fna	0.940141	SiTVs
GCF_000770395.1_ASM77039v1_genomic.fna	0.821681	SiTVs
GCF_000770155.1_ASM77015v1_genomic.fna	0.927661	SiTVs
GCF_000763555.1_ASM76355v1_genomic.fna	0.820761	SiTVs
GCF_000743995.1_ASM74399v1_genomic.fna	1.022744	SiTVs
GCF_000786425.1_Vibrio_anguillarum_NB10_serovar_O1_genomic.fna	0.896696	SiTVs
GCF_000730345.1_ASM73034v1_genomic.fna	0.964119	SiTVs
GCF_000770535.1_ASM77053v1_genomic.fna	0.82462	SiTVs
GCF_000807425.2_ASM80742v4_genomic.fna	0.955027	SiTVs
GCF_000829415.1_ASM82941v1_genomic.fna	0.885292	SiTVs
GCF_000770455.1_ASM77045v1_genomic.fna	0.824941	SiTVs
GCF_000750555.1_ASM75055v1_genomic.fna	0.931022	SiTVs
GCF_000750555.1_ASM75055v1_genomic.fna	0.931022	SiTVs
GCF_000698265.1_ASM69826v1_genomic.fna	0.915859	SiTVs
GCF_000800765.1_ASM80076v1_genomic.fna	0.934485	SiTVs
GCF_000750225.1_ASM75022v1_genomic.fna	0.950727	SiTVs
GCF_000757015.2_ASM75701v2_genomic.fna	0.819037	SiTVs
GCF_000757015.2_ASM75701v2_genomic.fna	0.819037	SiTVs
GCF_000770565.1_ASM77056v1_genomic.fna	0.842575	SiTVs
GCF_000770565.1_ASM77056v1_genomic.fna	0.842575	SiTVs
GCF_000770565.1_ASM77056v1_genomic.fna	0.842575	SiTVs
GCF_000671295.1_ASM67129v1_genomic.fna	0.968575	SiTVs
GCF_000671295.1_ASM67129v1_genomic.fna	0.968575	SiTVs
GCF_000750905.1_PSE305_genomic.fna	0.929841	SiTVs
GCF_000750905.1_PSE305_genomic.fna	0.929841	SiTVs
GCF_000813165.1_ASM81316v1_genomic.fna	0.95473	SiTVs
GCF_000829215.1_ASM82921v1_genomic.fna	0.88416	SiTVs
GCF_000807405.2_ASM80740v4_genomic.fna	0.957763	SiTVs
GCF_000807405.2_ASM80740v4_genomic.fna	0.957763	SiTVs
GCF_000756085.1_ASM75608v1_genomic.fna	0.828887	SiTVs
GCF_000764595.1_ASM76459v1_genomic.fna	0.852437	SiTVs
GCF_000764595.1_ASM76459v1_genomic.fna	0.852437	SiTVs
GCF_000764595.1_ASM76459v1_genomic.fna	0.852437	SiTVs
GCF_000750315.1_ASM75031v1_genomic.fna	0.868182	SiTVs
GCF_000784925.1_ASM78492v1_genomic.fna	0.947543	SiTVs
GCF_000732965.1_ASM73296v1_genomic.fna	0.959499	SiTVs
GCF_000814845.2_ASM81484v2_genomic.fna	0.873934	SiTVs
GCF_000764575.1_ASM76457v1_genomic.fna	0.82134	SiTVs
GCF_000756165.1_ASM75616v1_genomic.fna	0.827268	SiTVs
GCF_000698715.2_ASM69871v2_genomic.fna	0.922039	SiTVs
GCF_000829985.1_ASM82998v1_genomic.fna	0.928848	SiTVs
GCF_000829985.1_ASM82998v1_genomic.fna	0.928848	SiTVs
GCF_000829985.1_ASM82998v1_genomic.fna	0.928848	SiTVs
GCF_000724525.1_ASM72452v1_genomic.fna	0.933393	SiTVs
GCF_000698295.1_ASM69829v1_genomic.fna	0.902375	SiTVs
GCF_000742815.1_ASM74281v1_genomic.fna	0.952945	SiTVs
GCF_000783955.2_ASM78395v2_genomic.fna	0.932994	SiTVs
GCF_000783955.2_ASM78395v2_genomic.fna	0.932994	SiTVs
GCF_000750355.1_ASM75035v1_genomic.fna	0.887198	SiTVs
GCF_000770495.1_ASM77049v1_genomic.fna	0.827516	SiTVs
GCF_000770495.1_ASM77049v1_genomic.fna	0.827516	SiTVs
GCF_000808035.2_ASM80803v2_genomic.fna	0.852712	SiTVs
GCF_000808035.2_ASM80803v2_genomic.fna	0.852712	SiTVs
GCF_000698515.2_ASM69851v2_genomic.fna	0.925029	SiTVs
GCF_000698515.2_ASM69851v2_genomic.fna	0.925029	SiTVs
GCF_000755985.1_ASM75598v1_genomic.fna	0.863998	SiTVs
GCF_000755985.1_ASM75598v1_genomic.fna	0.863998	SiTVs
GCF_000833145.1_ASM83314v1_genomic.fna	0.935267	SiTVs
GCF_000833145.1_ASM83314v1_genomic.fna	0.935267	SiTVs
GCF_000833145.1_ASM83314v1_genomic.fna	0.935267	SiTVs
GCF_000757035.2_ASM75703v2_genomic.fna	0.82563	SiTVs
GCF_000807415.2_ASM80741v4_genomic.fna	0.943547	SiTVs
GCF_000765435.1_ASM76543v1_genomic.fna	0.946593	SiTVs
GCF_000814145.2_ASM81414v2_genomic.fna	0.951532	SiTVs
GCF_000828775.1_ASM82877v1_genomic.fna	0.918885	SiTVs
GCF_000828775.1_ASM82877v1_genomic.fna	0.918885	SiTVs
GCF_000828775.1_ASM82877v1_genomic.fna	0.918885	SiTVs
GCF_000765375.1_ASM76537v1_genomic.fna	0.841879	SiTVs
GCF_000765375.1_ASM76537v1_genomic.fna	0.841879	SiTVs
GCF_000743255.1_ASM74325v1_genomic.fna	0.929385	SiTVs
GCF_000756005.1_ASM75600v1_genomic.fna	0.894001	SiTVs
GCF_000801205.1_ASM80120v1_genomic.fna	0.932318	SiTVs
GCF_000801205.1_ASM80120v1_genomic.fna	0.932318	SiTVs
GCF_000830035.1_ASM83003v1_genomic.fna	0.936695	SiTVs
GCF_000830035.1_ASM83003v1_genomic.fna	0.936695	SiTVs
GCF_000756065.1_ASM75606v1_genomic.fna	0.825317	SiTVs
GCF_000819645.1_ASM81964v1_genomic.fna	0.93437	SiTVs
GCF_000800215.1_ASM80021v1_genomic.fna	0.934485	SiTVs
GCF_000734975.2_ASM73497v2_genomic.fna	0.941111	SiTVs
GCF_000756775.1_PRJEB6478_assembly_1_genomic.fna	0.930654	SiTVs
GCF_000755825.1_ASM75582v1_genomic.fna	0.81854	SiTVs
GCF_000783735.2_ASM78373v2_genomic.fna	1.026663	SiTVs
GCF_000783735.2_ASM78373v2_genomic.fna	1.026663	SiTVs
GCF_000725305.1_ASM72530v1_genomic.fna	0.929312	SiTVs
GCF_000765415.1_ASM76541v1_genomic.fna	0.892668	SiTVs
GCF_000755925.1_ASM75592v1_genomic.fna	0.815	SiTVs
GCF_000803705.1_ASM80370v1_genomic.fna	0.961237	SiTVs
GCF_000801165.1_ASM80116v1_genomic.fna	0.939762	SiTVs
GCF_000801165.1_ASM80116v1_genomic.fna	0.939762	SiTVs
GCF_000705535.2_ASM70553v2_genomic.fna	0.888644	SiTVs
GCF_000750275.1_ASM75027v1_genomic.fna	0.940545	SiTVs
GCF_000821185.2_ASM82118v2_genomic.fna	0.951023	SiTVs
GCF_000821185.2_ASM82118v2_genomic.fna	0.951023	SiTVs
GCF_000821185.2_ASM82118v2_genomic.fna	0.951023	SiTVs
